eval_time_elapsed,eval_eplenmean,eval_qs,eval mean 100 episode reward,eval_qs_difference,total timesteps,eval_discount_q,eval_abs_qs_difference,eval_ep_rewmean,episodes,discount_q,qs_difference,fps,ep_rewmean,update_time,eplenmean,time_elapsed,act_time,n_updates,train_time,env_time,qs_abs_difference,qs_mean,mean 100 episode reward,current_lr,q_grad_norm,qfs_loss
0,11.0,-1.7786884,0.6,-0.06550412564289565,1,0.8574584206517006,0.6570774,0.6604333636363637,,,,,,,,,,,,,,,,,,
,,,,,25470,,,,1152,16.336164266424447,4.569727236347426,52,21.969717019999997,424,22.26,485,3,1000,14,32,14.28639385024529,35.906963,22.0,0.0003,87.60811,73.42598
,,,,,25653,,,,1156,24.166607252716776,0.6620502594995016,51,24.60953959,432,23.33,499,3,1400,18,32,22.474902074277647,49.132126,24.6,0.0003,146.08221,69.260574
,,,,,25977,,,,1160,6.739347486292547,15.374697093307674,49,30.257962279999997,445,25.59,519,3,2000,25,32,23.913347428871543,67.67431,30.3,0.0003,315.69122,59.59474
,,,,,26316,,,,1164,8.857657937717162,12.256490965095898,48,36.10394452,462,27.91,546,3,2800,34,33,24.657752434500285,86.098465,36.1,0.0003,515.5108,67.88268
,,,,,26666,,,,1168,8.097155095250097,31.85025658312795,46,41.69216531,476,30.21,567,4,3400,41,33,33.721092774452536,104.38321,41.7,0.0003,663.8565,67.25509
,,,,,27016,,,,1172,7.703588538820281,44.82436827420689,45,48.07536345000001,493,32.97,594,4,4200,50,34,44.82436827420689,113.84943,48.1,0.0003,858.4972,60.643993
,,,,,27359,,,,1176,8.398191650199518,46.5577410348935,44,54.63003776000001,506,35.74,615,4,4800,56,34,46.5577410348935,120.982216,54.6,0.0003,1143.2007,62.09456
,,,,,27707,,,,1180,8.194440776286823,48.55299536692423,43,60.704530299999995,524,38.07,643,4,5600,65,35,48.55299536692423,120.57009,60.7,0.0003,1226.8716,56.20881
,,,,,28023,,,,1184,5.521316380332291,104.14561740893414,42,66.52110032,537,40.6,664,5,6200,72,35,104.14561740893414,148.78918,66.5,0.0003,1187.6826,62.504227
,,,,,28269,,,,1188,13.637680852105072,103.84688523875457,41,70.02662375,546,42.14,678,5,6600,76,36,103.84688523875457,154.16867,70.0,0.0003,1523.1746,72.133095
,,,,,28595,,,,1192,11.513994688865536,94.673958706395,40,75.46072211,560,44.86,699,5,7200,83,36,94.673958706395,159.85757,75.5,0.0003,2037.3387,100.02055
,,,,,29000,,,,1196,4.9024339392277705,96.86736878219119,39,82.40126342000002,583,48.19,734,5,8200,94,37,96.86736878219119,167.21555,82.4,0.0003,2362.7346,93.074326
,,,,,29384,,,,1200,6.290700353401757,85.31752695354253,38,90.19840289,597,51.53,756,6,8800,101,37,85.31752695354253,170.75069,90.2,0.0003,2426.2742,113.27948
,,,,,29727,,,,1204,8.619844234209838,95.56175039562369,37,96.78842791,615,54.39,784,6,9600,110,38,95.56175039562369,170.17082,96.8,0.0003,2402.7178,97.33851
2,94.18181818181819,175.30455,43.7,100.6875669595468,30001,116.2635163526446,100.68757,185.38518390909093,,,,,,,,,,,,,,,,,,
,,,,,30068,,,,1208,9.782506071200489,101.52227566529419,37,103.07522331000001,629,56.75,808,6,10200,117,38,101.52227566529419,176.96191,103.1,0.0003,2769.327,112.02598
,,,,,30533,,,,1212,5.22646334429081,25.222634885090393,36,113.21651275999999,653,60.57,844,7,11200,128,39,38.15601554135619,149.70222,113.2,0.0003,3583.0688,110.56036
,,,,,30976,,,,1216,7.336816039532016,32.769958825330875,35,122.29888752,672,64.04,873,7,12000,137,40,37.49993506421552,153.2242,122.3,0.0003,3023.1853,89.49331
,,,,,31509,,,,1220,2.365665990704354,42.75663595718714,34,133.11565641999997,701,68.54,917,7,13200,150,41,47.587691951208875,158.79909,133.1,0.0003,3852.3552,115.491974
,,,,,32181,,,,1224,1.7219170852552346,8.19235552839801,33,149.93051825999999,729,74.36,961,8,14400,164,42,24.945016930220383,172.71822,149.9,0.0003,4354.8433,127.52397
,,,,,33031,,,,1228,0.8130167173667624,-15.951971716150727,32,169.79564994,773,82.31,1027,9,16200,184,43,23.22235822870898,188.2406,169.8,0.0003,4583.576,131.38829
,,,,,33973,,,,1232,0.07545397891618175,56.41588499189969,31,193.25875708,816,90.67,1093,9,18000,204,45,57.678586995696044,203.39345,193.3,0.0003,4975.023,145.17792
,,,,,34463,,,,1236,5.626723410270407,96.70715950812345,30,203.28789190999998,841,94.74,1130,10,19000,215,45,96.70715950812345,229.67192,203.3,0.0003,5412.4355,171.3497
,,,,,34930,,,,1240,5.419173939851504,84.26803165817542,29,212.87568202999998,866,98.45,1167,10,20000,226,46,84.3793220410956,221.96498,212.9,0.0003,6927.904,189.03685
,,,,,35457,,,,1244,3.1456210067315737,80.39719141894808,29,225.18606580000002,891,102.82,1205,11,21000,238,47,80.39719141894808,222.85953,225.2,0.0003,6320.748,176.055
,,,,,35955,,,,1248,4.101204797317687,76.40722291118551,28,236.56572752000002,916,106.37,1242,11,22000,249,47,76.72250675925304,219.67865,236.6,0.0003,6940.2393,173.60715
,,,,,36366,,,,1252,5.3677000833293,167.26844935259763,28,244.09494207,936,108.96,1272,11,22800,258,48,167.26844935259763,261.68787,244.1,0.0003,7789.638,193.70984
,,,,,36766,,,,1256,5.6244882844847615,167.41492406956755,28,250.51509923999998,956,111.13,1303,12,23600,267,49,167.41492406956755,256.97433,250.5,0.0003,7476.884,172.68904
,,,,,37132,,,,1260,7.5967550086856415,169.8042101459591,27,252.51040185999997,977,111.55,1334,12,24400,276,49,169.8042101459591,257.26123,252.5,0.0003,7427.9736,155.7133
,,,,,37589,,,,1264,6.07518473308697,88.20109241340481,27,257.72218966,997,112.73,1364,12,25200,285,50,88.20109241340481,221.31317,257.7,0.0003,6316.286,136.18483
,,,,,38080,,,,1268,4.043676027193156,86.61024740917975,27,264.03251536,1023,114.14,1402,13,26200,296,51,86.61024740917975,218.74876,264.0,0.0003,7889.3994,169.7571
,,,,,38875,,,,1272,0.2255607566000731,82.34844160410005,26,273.35658601,1065,118.59,1464,13,27800,314,52,82.34844160410005,227.8644,273.4,0.0003,8172.81,181.96548
,,,,,39401,,,,1276,2.9902559112300526,121.53880062052623,26,280.6270486000001,1096,120.42,1510,14,29000,327,53,121.53880062052623,251.76915,280.6,0.0003,6447.66,132.70872
,,,,,39990,,,,1280,3.1669371338011505,52.66467167079671,25,291.16651351999997,1123,122.83,1550,14,30000,338,54,56.257484521915146,237.2221,291.2,0.0003,7659.366,154.3113
2,130.1818181818182,234.31532,105.1,91.14518418718579,40001,177.13230069722226,91.728294,361.74780772727274,,,,,,,,,,,,,,,,,,
,,,,,40564,,,,1284,2.244134427934189,100.75692369940758,25,301.64880861,1154,125.41,1599,15,31200,352,55,100.75692369940758,245.73888,301.6,0.0003,7343.294,141.34117
,,,,,41090,,,,1288,2.2466240278496334,154.13695130054364,25,310.94711992,1181,128.21,1639,15,32200,363,55,154.4820227634951,249.36858,310.9,0.0003,6364.9624,142.364
,,,,,41662,,,,1292,1.590476209773447,127.0330418790979,24,319.68514241,1214,130.67,1686,16,33400,376,56,127.26854255244548,235.29652,319.7,0.0003,7162.623,143.27928
,,,,,42191,,,,1296,2.462338426002812,115.21372506914963,24,324.81982467,1241,131.91,1726,16,34400,388,57,116.16646631940195,226.32077,324.8,0.0003,6619.212,125.58185
,,,,,42679,,,,1300,4.292723927416726,111.9638973295765,24,328.05118347,1268,132.95,1765,16,35400,399,58,112.00476183809509,231.72061,328.1,0.0003,6790.828,121.067276
,,,,,43156,,,,1304,4.021048938828704,132.2187872551335,23,333.02347505000006,1295,134.29,1805,17,36400,410,59,132.2187872551335,240.33286,333.0,0.0003,7433.956,141.43874
,,,,,43814,,,,1308,0.7698693433503706,136.54557897380352,23,343.75133855,1334,137.46,1861,17,37800,426,60,136.54557897380352,246.18765,343.8,0.0003,7277.748,133.72972
,,,,,44485,,,,1312,0.6336739969705197,130.50372016179898,23,350.59513775,1367,139.52,1909,18,39000,439,60,130.51297018156373,237.1673,350.6,0.0003,6760.906,126.191124
,,,,,45126,,,,1316,0.8387614690683441,85.6296361245908,22,357.13686609999996,1406,141.5,1966,18,40400,455,61,85.6296361245908,208.03798,357.1,0.0003,5720.1777,112.08241
,,,,,45793,,,,1320,2.3053835490710846,101.0273072491893,22,362.8920806,1440,142.84,2014,19,41600,468,62,101.1399394305943,250.65259,362.9,0.0003,5943.044,122.38781
,,,,,46386,,,,1324,1.8464113949609553,49.74155428168395,22,360.90965957000003,1473,142.05,2063,19,42800,482,63,51.30242237199377,203.05183,360.9,0.0003,6533.017,124.19163
,,,,,46938,,,,1328,2.068111267982975,76.41320713050482,22,356.25431941000005,1507,139.07,2112,20,44000,495,64,76.41320713050482,204.95181,356.3,0.0003,6003.0186,117.88089
,,,,,47513,,,,1332,1.722361459877252,123.06750377962825,21,345.56072018,1542,135.4,2162,20,45200,509,65,123.06750377962825,230.2946,345.6,0.0003,6504.9624,118.82645
,,,,,48219,,,,1336,0.4906547369527571,123.4092273638381,21,352.89428648999996,1582,137.56,2219,21,46600,524,66,125.30717869820893,227.57901,352.9,0.0003,5045.4673,103.32573
,,,,,48935,,,,1340,0.503543047252358,161.83282526410372,21,360.87053163999997,1623,140.05,2278,21,48000,540,67,161.83282526410372,274.95428,360.9,0.0003,6343.7383,130.40266
,,,,,49586,,,,1344,1.9406490821877946,82.75593336334552,21,362.08667005,1658,141.29,2328,22,49200,553,68,83.45987503114071,238.81813,362.1,0.0003,6158.6187,121.059074
4,191.54545454545453,221.8584,172.5,51.02870328515588,50001,191.1031097721034,51.61986,517.1446941818181,,,,,,,,,,,,,,,,,,
,,,,,50252,,,,1348,0.05867873463085908,246.40289024359572,21,366.60318308999996,1699,142.97,2391,22,50600,569,69,246.40289024359572,268.92526,366.6,0.0003,4626.601,81.772316
,,,,,50866,,,,1352,2.8905274737925435,72.42938099532748,20,372.81031663999994,1734,145.0,2441,23,51800,582,70,73.4595693487422,241.9437,372.8,0.0003,5239.198,103.96307
,,,,,51683,,,,1356,0.4953320892404823,18.361586651647453,20,387.47787056,1782,149.17,2508,23,53400,600,71,22.053395540017217,232.98865,387.5,0.0003,5130.416,98.137764
,,,,,52663,,,,1360,0.26007342274479117,47.81579097774587,20,407.6601567299999,1842,155.31,2593,24,55400,623,73,48.611848342934834,250.73976,407.7,0.0003,6339.674,134.35318
,,,,,53516,,,,1364,0.25925973373824157,160.5329010928491,20,417.32807833999993,1896,159.27,2670,25,57200,643,74,160.5329010928491,278.93045,417.3,0.0003,5336.2676,100.89058
,,,,,54195,,,,1368,0.3733835562821776,203.78242981007412,19,422.22431424,1933,161.15,2722,25,58400,656,75,203.78242981007412,287.29623,422.2,0.0003,6144.3735,116.30283
,,,,,54973,,,,1372,0.6417573422030005,47.336986240317074,19,428.0479660400001,1982,160.98,2791,26,60000,674,76,47.336986240317074,244.74284,428.0,0.0003,5765.197,114.39142
,,,,,55785,,,,1376,0.46327828943956717,87.67495339482318,19,436.98990494000003,2031,163.84,2860,27,61600,692,77,87.91257631435691,270.10696,437.0,0.0003,7020.949,135.04462
,,,,,56591,,,,1380,0.48668845965051755,96.16469271583811,19,443.40702435,2080,166.01,2929,27,63200,710,79,96.56395270375539,276.17575,443.4,0.0003,5897.332,120.401764
,,,,,57383,,,,1384,0.5000826349046722,88.80411628257684,19,449.6051680500001,2130,168.19,2999,28,64800,728,80,89.23906172725653,268.95203,449.6,0.0003,6006.8843,123.36929
,,,,,57931,,,,1388,0.29357502497716154,257.40104592536824,18,450.41251478,2168,168.41,3052,28,66000,741,81,257.40104592536824,288.9082,450.4,0.0003,5124.162,96.21182
,,,,,58664,,,,1392,1.080388511758239,81.22422041557645,18,456.16699258,2212,170.02,3113,29,67400,757,82,81.74103480327462,269.86145,456.2,0.0003,6442.5015,127.44654
,,,,,59330,,,,1396,1.4958892229732723,96.0441196683474,18,461.8960240600001,2257,171.39,3175,30,68800,773,83,96.0441196683474,263.31952,461.9,0.0003,6291.3794,129.74765
,,,,,59787,,,,1400,2.4566997014657157,236.21449919231063,18,461.42801038000005,2282,171.08,3211,30,69600,782,83,236.21449919231063,308.00153,461.4,0.0003,5687.033,132.8716
4,181.63636363636363,243.23851,224.1,63.89684315879597,60001,206.66738370790242,68.54349,530.3648610909091,,,,,,,,,,,,,,,,,,
,,,,,60347,,,,1404,1.1286026103040925,226.22817812243267,18,464.29172206999993,2320,171.91,3269,30,70800,795,84,226.22817812243267,308.05478,464.3,0.0003,5650.4673,120.00618
,,,,,61143,,,,1408,0.5647679762969062,89.70525237980583,18,469.36930506,2372,173.29,3341,31,72400,813,85,89.80629011093036,272.35443,469.4,0.0003,6292.0894,137.1845
,,,,,61949,,,,1412,0.5140353013522017,69.03080724317529,18,475.56367728999993,2424,174.64,3413,31,74000,831,86,69.03080724317529,268.65506,475.6,0.0003,5931.085,111.15432
,,,,,62785,,,,1416,0.780312199150578,76.37129077842611,18,484.0338156,2476,176.59,3485,32,75600,849,88,76.98391566446493,287.79605,484.0,0.0003,6211.514,126.47348
,,,,,63611,,,,1420,0.462479299475208,45.92446771327931,17,491.77696723,2536,178.18,3566,33,77400,869,89,47.76967358112499,255.61668,491.8,0.0003,6103.601,127.47959
,,,,,64499,,,,1424,0.2917611317724911,70.38189728307225,17,504.00436308,2589,181.13,3640,33,79000,887,90,70.38189728307225,275.2297,504.0,0.0003,6702.54,139.04555
,,,,,65397,,,,1428,0.22034676405255899,68.57057064932,17,515.95633991,2649,184.59,3722,34,80800,907,91,68.57057064932,272.02856,516.0,0.0003,6953.725,135.02893
,,,,,66326,,,,1432,0.22099806344307743,60.59738153457382,17,531.7077215799999,2716,188.13,3814,35,82800,929,93,60.59738153457382,279.74353,531.7,0.0003,6123.009,126.648155
,,,,,67207,,,,1436,0.2772065310879234,79.30847045932853,17,539.89249797,2778,189.88,3898,36,84600,949,94,80.27286451932342,276.90228,539.9,0.0003,5953.717,115.03501
,,,,,68122,,,,1440,0.24708270806348534,77.47168299738387,17,547.9695212299999,2839,191.87,3982,36,86400,970,96,78.38432711219902,276.3952,548.0,0.0003,5633.436,99.321846
,,,,,69062,,,,1444,0.12456156001960013,72.77661154360906,16,561.06518817,2901,194.76,4067,37,88200,990,97,72.80140480267559,264.58792,561.1,0.0003,6648.5405,132.6785
,,,,,69853,,,,1448,0.6182402900689737,53.02963540801379,16,567.4440416000001,2956,196.01,4142,38,89800,1008,98,53.036718835984225,258.6472,567.4,0.0003,5478.5254,102.50838
5,229.36363636363637,266.14798,280.3,62.37860487407124,70001,217.79366159299892,70.0655,683.0200825454546,,,,,,,,,,,,,,,,,,
,,,,,70787,,,,1452,0.0639322382482554,198.49175813692236,16,577.7642727099999,3018,199.21,4233,38,91600,1028,100,198.49175813692236,311.56625,577.8,0.0003,5166.053,102.28288
,,,,,71523,,,,1456,1.7825534295141174,51.414854111996576,16,575.5061304000001,3075,198.4,4309,39,93200,1046,101,51.449747021042185,276.5932,575.5,0.0003,5208.3735,97.05975
,,,,,72341,,,,1460,0.24326501391553837,80.50660391633674,16,572.33176387,3130,196.78,4384,40,94800,1063,102,80.66379095590996,235.71445,572.3,0.0003,4796.583,109.24741
,,,,,72698,,,,1464,1.5970547732905342,253.65250129692868,16,560.3480006,3151,191.82,4412,40,95400,1069,103,253.65250129692868,279.8162,560.3,0.0003,5418.4243,109.144066
,,,,,73051,,,,1468,56.98560001788745,33.85929070160713,16,551.3898257999999,3179,188.56,4449,40,96200,1078,103,34.905070107108656,257.99405,551.4,0.0003,5511.0444,108.09895
,,,,,73857,,,,1472,0.456140296968352,47.30479937438329,16,555.32500019,3236,188.84,4525,41,97800,1095,104,49.04275944826009,251.2947,555.3,0.0003,5607.5317,100.12086
,,,,,74767,,,,1476,0.28685517205496525,32.319942736923615,16,562.92034368,3299,189.82,4610,42,99600,1114,106,33.39512327646343,270.99722,562.9,0.0003,5283.598,103.258896
,,,,,75615,,,,1480,0.40762468260357326,25.99135002316743,16,568.06862645,3363,190.24,4695,42,101400,1133,107,27.557198610741267,263.28555,568.1,0.0003,4913.2485,88.71173
,,,,,76438,,,,1484,0.5713663408938747,47.920001501253964,16,572.20229856,3420,190.55,4771,43,103000,1150,108,48.04513218649599,279.96582,572.2,0.0003,6017.0044,110.73871
,,,,,77216,,,,1488,0.589369258102947,85.71857998496074,15,582.7738920900001,3477,192.85,4848,43,104600,1167,109,85.82304390465194,281.82913,582.8,0.0003,5848.2363,103.237976
,,,,,77952,,,,1492,2.335856509568824,22.603058510851827,15,585.26697733,3528,192.88,4915,44,106000,1182,110,30.192794132052146,276.1989,585.3,0.0003,5418.744,99.98957
,,,,,78508,,,,1496,0.4269560066639417,256.7844564288458,15,583.4513797000001,3571,191.78,4972,44,107200,1195,111,256.7844564288458,299.0741,583.5,0.0003,4707.174,94.95602
,,,,,78882,,,,1500,49.38345008801524,43.796136303514416,15,582.22474945,3593,190.95,5001,45,107800,1201,111,47.05691043064225,258.2267,582.2,0.0003,5414.1836,106.19163
,,,,,79741,,,,1504,0.383283783928286,55.755529306148084,15,593.97504105,3659,193.94,5088,45,109600,1221,113,56.07574096473709,267.31137,594.0,0.0003,5297.0293,106.76251
3,179.0,251.2455,304.2,90.01257353022017,80001,188.2686466418031,92.21202,475.04909009090903,,,,,,,,,,,,,,,,,,
,,,,,80625,,,,1508,0.16290064655191705,73.87731126152971,15,598.89581789,3725,194.82,5180,46,111400,1240,114,73.87731126152971,250.03055,598.9,0.0003,4633.084,102.64759
,,,,,81340,,,,1512,0.643796342868991,87.01008936377951,15,595.41112794,3777,193.91,5248,47,112800,1255,115,87.95397247052207,230.75069,595.4,0.0003,5036.0083,93.38279
,,,,,82076,,,,1516,1.0906962953710626,75.81563694604436,15,592.2409717200001,3829,192.91,5317,47,114200,1269,116,75.99188959795306,283.39758,592.2,0.0003,4975.3433,98.51356
,,,,,82884,,,,1520,0.5639953114998175,23.493138621091145,15,594.31825501,3889,192.73,5396,48,115800,1286,117,27.99005346367577,259.0322,594.3,0.0003,4955.538,107.49286
,,,,,83374,,,,1524,0.4880042459010886,261.77060438412946,15,582.74243656,3926,188.75,5445,48,116800,1297,118,261.77060438412946,291.30014,582.7,0.0003,4931.937,103.52505
,,,,,83497,,,,1528,18.06912909141033,261.9182054776319,15,557.3351558300001,3934,181.0,5455,48,117000,1299,118,261.9182054776319,289.64368,557.3,0.0003,4581.062,98.3764
,,,,,84342,,,,1532,0.6895755481841692,52.87559118753318,15,553.74098322,4002,180.16,5545,49,118800,1318,119,53.99536542987962,290.876,553.7,0.0003,5049.412,113.92326
,,,,,85023,,,,1536,2.507671309183832,45.89282637726603,15,548.47671362,4056,178.16,5615,49,120200,1333,120,48.631380021833245,267.09015,548.5,0.0003,5992.085,146.76659
,,,,,85850,,,,1540,0.5170837649016606,72.83089536721822,15,547.31034028,4116,177.28,5694,50,121800,1350,121,73.18816746946477,286.6009,547.3,0.0003,4394.212,94.37134
,,,,,86797,,,,1544,0.18856458769907442,63.706387909019206,15,549.93918399,4185,177.35,5784,51,123600,1369,123,63.88360248860979,285.62866,549.9,0.0003,4707.122,94.393135
,,,,,87650,,,,1548,0.4241472977337202,78.32131505495941,14,552.91946176,4254,177.97,5875,51,125400,1388,124,78.68401803940552,288.09555,552.9,0.0003,4451.6104,85.68115
,,,,,88554,,,,1552,0.3393997788877415,33.58048593259332,14,557.36441255,4325,177.67,5967,52,127200,1407,125,34.83419155726135,281.32605,557.4,0.0003,5443.963,100.122025
,,,,,89480,,,,1556,0.29661828242410804,19.08383159454604,14,566.5285769100001,4396,179.57,6061,53,129000,1427,126,21.3273670358484,277.98862,566.5,0.0003,4865.8306,95.91946
4,196.27272727272728,269.54697,366.3,61.90998622478376,90001,227.41150071310733,64.18143,632.7050462727274,,,,,,,,,,,,,,,,,,
,,,,,90472,,,,1560,0.18489561412630467,56.41174779274095,14,574.27424037,4476,181.31,6170,54,131000,1450,128,57.08105188782754,300.041,574.3,0.0003,5991.64,115.31251
,,,,,91437,,,,1564,0.20583122445472612,18.997010089057817,14,599.5963256800001,4557,187.39,6276,54,133000,1472,129,20.30608317482965,282.3616,599.6,0.0003,4968.304,103.52633
,,,,,92360,,,,1568,0.29998723654041476,40.770907880051666,14,621.59333579,4630,193.09,6371,55,134800,1492,131,43.10600289950698,285.9443,621.6,0.0003,5422.0083,104.39889
,,,,,93599,,,,1572,0.025938334993639543,21.26888447907716,14,638.92246667,4728,197.42,6499,56,137200,1519,132,22.35722737247368,301.35522,638.9,0.0003,5197.4785,114.75841
,,,,,94634,,,,1576,0.07634686165212028,68.14739777469703,14,645.13087207,4818,198.67,6616,57,139400,1544,134,68.2159556650238,298.37643,645.1,0.0003,5399.2764,105.00359
,,,,,95866,,,,1580,0.02280153650960847,37.01692738528075,14,658.0981271899999,4916,202.51,6744,58,141800,1570,135,37.13068004505453,308.10913,658.1,0.0003,5862.56,113.09267
,,,,,97448,,,,1584,0.00022436377783588464,61.9153839800263,14,682.0266526300001,5050,210.1,6917,59,145000,1606,138,61.9153839800263,278.17963,682.0,0.0003,5557.8125,121.61573
,,,,,99402,,,,1588,2.2757753866119475e-05,34.738557309274896,13,723.8289129,5217,221.86,7134,60,149000,1651,141,34.925520785729205,314.8718,723.8,0.0003,6184.6636,124.68217
7,314.1818181818182,306.31262,489.1,19.053284847661278,100001,263.67861181645003,22.244171,1164.8858305454544,,,,,,,,,,,,,,,,,,
,,,,,101136,,,,1592,0.0001470646644429579,55.490489033713146,13,763.84537293,5355,231.84,7323,62,152400,1689,143,55.490489033713146,321.254,763.8,0.0003,6169.0796,135.70439
,,,,,102405,,,,1596,0.009226323551156386,27.49549216711079,13,793.05569176,5460,238.97,7459,63,155000,1718,145,30.731205539657157,297.03488,793.1,0.0003,4083.65,79.20984
,,,,,104137,,,,1600,0.0002626095692334687,33.67707804822613,13,844.0137477499999,5593,252.55,7635,64,158400,1756,148,34.729758998672175,315.09253,844.0,0.0003,5499.5356,99.15202
,,,,,105352,,,,1604,0.04740002458084289,44.13575597912076,13,859.1754601199998,5685,256.11,7757,65,160800,1782,149,44.13575597912076,322.73758,859.2,0.0003,4611.864,109.44844
,,,,,106565,,,,1608,0.025871320095716847,42.71176010278411,13,874.27042649,5775,259.4,7877,66,163200,1809,151,44.07042761423826,313.22043,874.3,0.0003,4496.226,103.13788
,,,,,108040,,,,1612,0.019557151306063378,34.45257760157211,13,905.39526492,5886,267.0,8025,67,166200,1843,153,35.497637424914736,339.93402,905.4,0.0003,4818.6035,87.72319
,,,,,109311,,,,1616,0.04107737580459077,34.13981462868919,13,928.75634818,5980,272.35,8151,68,168800,1872,155,34.13981462868919,329.55917,928.8,0.0003,3704.5469,73.14228
6,286.09090909090907,306.3433,600.8,46.918579662221006,110001,251.27894474698095,49.592896,994.7803214545455,,,,,,,,,,,,,,,,,,
,,,,,111138,,,,1620,5.016045671478534e-05,62.15223071196091,13,965.4704456000001,6106,282.54,8328,69,172400,1912,158,62.15223071196091,319.5174,965.5,0.0003,4978.9893,109.25897
,,,,,112846,,,,1624,0.00039096010911684196,31.080218671800637,13,1009.0914090000001,6221,294.72,8486,71,175800,1950,161,31.083072467447675,319.4679,1009.1,0.0003,5447.5513,116.20206
,,,,,114235,,,,1628,0.028916065010636052,49.71114941126378,13,1054.3629507699998,6318,307.38,8619,72,178600,1982,163,49.95864790669778,337.7974,1054.4,0.0003,4400.8086,87.154854
,,,,,116304,,,,1632,0.0006838211757287617,31.242140533335267,13,1101.3149701599998,6453,319.62,8806,74,182800,2029,166,31.415561759962724,350.39685,1101.3,0.0003,4525.8975,88.41906
,,,,,117642,,,,1636,0.002393482521820805,77.82669881379464,13,1125.8608023400002,6533,326.19,8919,75,185400,2058,168,80.43150341333184,283.99814,1125.9,0.0003,4063.5657,79.354675
,,,,,118712,,,,1640,0.0453911038645121,73.8140639450618,13,1136.00324476,6600,328.62,9012,76,187600,2082,170,74.5132097991909,299.11786,1136.0,0.0003,4176.64,81.10728
,,,,,119921,,,,1644,0.049107913319692255,29.38541112809124,13,1147.7641710999999,6670,331.24,9112,76,190000,2109,171,30.465975978036656,314.1533,1147.8,0.0003,5178.169,102.58841
8,341.27272727272725,315.01648,719.1,23.881145400416404,120001,259.11975544584357,28.282255,1258.7507567272728,,,,,,,,,,,,,,,,,,
,,,,,121043,,,,1648,0.08032920793928212,28.1479301429505,13,1159.8411593399999,6733,333.93,9212,77,192200,2134,173,28.601285409123054,307.89935,1159.8,0.0003,4102.3833,71.30007
,,,,,122142,,,,1652,0.08101397317838886,37.829079147817524,13,1167.66783281,6795,335.88,9301,78,194400,2159,175,38.760923589603856,308.45682,1167.7,0.0003,3331.1826,62.24508
,,,,,123307,,,,1656,0.016137520867059163,70.1190580243004,13,1175.34570826,6861,338.27,9397,79,196800,2186,176,70.18883324758873,290.17105,1175.3,0.0003,5792.159,121.864655
,,,,,124475,,,,1660,0.10998242241014038,43.69281947630298,13,1181.96179414,6920,340.03,9483,80,199000,2210,178,43.69281947630298,333.98914,1182.0,0.0003,3857.0674,85.14725
,,,,,126054,,,,1664,0.013948864509835804,48.86233876649473,13,1201.6184726,7003,346.17,9607,81,202200,2246,180,49.12141257105078,346.07663,1201.6,0.0003,4206.2935,89.534355
,,,,,127219,,,,1668,0.03372058077062208,42.32598649156074,13,1211.31580786,7065,348.59,9698,82,204600,2273,182,42.39397545909727,311.3167,1211.3,0.0003,3275.4128,74.03023
,,,,,128690,,,,1672,0.008509405293318797,36.223604688448475,13,1220.6247210699999,7136,350.91,9805,83,207400,2304,184,36.784440263900905,333.0361,1220.6,0.0003,2551.5684,54.359554
,,,,,129830,,,,1676,0.03980128453384086,28.860827833163572,13,1223.80372493,7196,351.96,9895,84,209800,2331,186,29.263433864413894,300.5552,1223.8,0.0003,4000.7693,81.200134
8,351.09090909090907,314.04288,823.9,37.199687234044106,130001,256.0555573318597,38.443573,1251.7828096363635,,,,,,,,,,,,,,,,,,
,,,,,131181,,,,1680,0.0605548988039227,47.598782614749155,13,1226.82106605,7261,353.15,10001,85,212400,2360,188,47.676572779004935,343.42056,1226.8,0.0003,3458.7341,78.07679
,,,,,132730,,,,1684,0.0006388535524412904,35.70646443657001,13,1231.67274499,7341,352.82,10120,87,215600,2396,190,35.73981703804221,304.25974,1231.7,0.0003,3000.1907,57.51841
,,,,,133732,,,,1688,0.0960129272457864,46.42168618948859,13,1201.16384061,7391,343.3,10195,87,217600,2418,192,47.56943161000452,290.9545,1201.2,0.0003,3717.8538,66.66379
,,,,,134885,,,,1692,0.031767002912005154,27.4269503569959,13,1179.04795587,7445,337.49,10277,88,219800,2443,194,29.703378916837746,302.01132,1179.0,0.0003,2445.6292,51.810688
,,,,,135917,,,,1696,0.053926692779767325,63.47705180704003,13,1169.6348098600001,7499,335.12,10358,89,222000,2468,195,64.27262884385323,292.97778,1169.6,0.0003,3258.69,72.71036
,,,,,137114,,,,1700,0.20501367895445982,38.914713164262096,13,1151.5712707499997,7558,329.77,10447,90,224400,2495,197,38.963015926115496,340.1866,1151.6,0.0003,3413.955,66.69617
,,,,,138095,,,,1704,0.7064937076261624,48.1975890199788,13,1143.14379222,7601,327.43,10513,91,226200,2515,198,48.62071746873914,333.78915,1143.1,0.0003,3591.3862,80.96089
,,,,,139539,,,,1708,0.003001893663250849,61.25831620325288,13,1149.2988117300001,7674,329.74,10623,92,229200,2548,200,61.52160842567095,323.24118,1149.3,0.0003,2494.6638,53.601124
13,514.5454545454545,328.3461,978.6,25.62766152994967,140001,277.8845703861144,27.470264,1900.9984335454546,,,,,,,,,,,,,,,,,,
,,,,,140953,,,,1712,0.0008266307923669763,43.544018807222756,13,1147.70590283,7742,329.13,10739,93,232000,2580,203,43.544018807222756,250.134,1147.7,0.0003,2593.9163,41.798985
