#{"t_start": 1651674513.756559, "env_id": "Hopper-v3"}
r,l,t
10.43448,14,4.975023
35.941733,46,5.076658
9.303827,16,5.127472
10.515471,21,5.180831
15.493838,27,5.568129
11.629187,27,5.602777
7.290496,22,5.631204
11.199025,14,5.650717
73.020555,58,5.814698
14.043075,27,5.868935
9.017887,13,5.889262
4.501422,14,5.907393
21.21775,24,5.987284
12.84073,20,6.040121
13.246912,22,6.087381
26.46604,27,6.155248
15.321923,18,6.240087
9.911681,37,6.306797
12.999729,19,6.361189
16.719625,21,6.40756
6.241662,11,6.432767
12.310075,32,6.558084
16.285326,19,6.60628
14.90774,20,6.659053
9.966739,31,6.736247
35.649331,37,6.917422
9.165475,11,6.935771
8.378522,18,6.956508
13.566316,31,6.992267
7.77419,12,7.113441
7.345062,10,7.137485
23.196042,24,7.171646
9.097702,13,7.192349
24.416343,26,7.239605
14.055093,19,7.4192
6.910944,15,7.454958
8.557115,12,7.47178
10.454666,24,7.523228
15.040665,25,7.577816
13.668295,20,7.631549
15.644498,18,7.822073
17.352908,18,7.868369
16.805476,17,7.914028
15.396335,18,7.957728
9.224897,17,7.996958
9.089625,32,8.224677
24.709992,37,8.281047
14.100553,24,8.331007
16.751233,17,8.370181
11.396879,15,8.560469
14.796156,16,8.601901
11.882063,35,8.665573
9.252947,29,8.733089
9.874962,16,8.962336
17.245691,23,9.0188
31.312824,40,9.097128
9.168114,13,9.130672
14.496173,20,9.387231
17.87404,19,9.429902
11.882039,19,9.480423
38.114167,34,9.545752
11.766637,15,9.579619
27.336003,31,9.838489
14.866876,20,9.895787
23.098016,22,9.953687
16.549852,28,10.015913
81.370799,70,10.405018
8.929419,11,10.442759
6.66516,10,10.469359
20.177448,25,10.765766
22.611318,25,10.804175
9.212708,11,10.824017
15.647934,20,10.85844
29.74889,27,10.917713
24.599332,33,11.260888
9.629214,18,11.29119
27.958409,29,11.346883
21.771051,21,11.405226
15.268365,29,11.759957
7.909841,10,11.786633
9.167722,11,11.820618
53.039054,38,11.858613
27.108931,27,12.21082
21.127033,28,12.255831
60.738317,50,12.327275
10.750268,13,12.369039
7.234386,25,12.724722
13.397327,18,12.765909
12.228199,27,12.832356
13.170189,19,12.878725
14.919371,21,13.231237
10.495755,13,13.267768
22.700178,27,13.31532
51.321272,38,13.36916
13.145013,14,13.40495
27.691232,44,13.836058
8.227651,10,13.874416
11.913094,21,13.926729
12.416299,14,13.965997
34.620259,39,14.420373
10.360943,14,14.465274
6.20307,11,14.494119
13.156473,27,14.556281
8.346471,11,14.588348
14.82743,16,14.978857
25.002503,37,15.062758
7.903917,19,15.105169
37.050046,41,15.561946
15.739201,20,15.620753
130.321009,84,16.161082
9.093035,12,16.20458
24.080991,21,16.247116
13.879003,24,16.311261
10.189225,14,16.351875
21.121769,27,16.848783
15.318294,19,16.901597
18.654585,20,16.954885
54.431814,57,17.082576
11.772675,14,17.555305
25.747737,27,17.606383
14.239901,23,17.656589
29.174893,27,17.725702
13.003182,17,18.223342
51.435436,44,18.320021
23.083687,23,18.391339
14.673315,16,18.413121
15.665381,18,18.892543
11.141164,39,18.985185
15.561569,20,19.031398
12.764968,15,19.061381
18.36295,26,19.611182
14.948185,33,19.681922
12.526035,14,19.71745
12.978678,22,19.746117
7.288479,14,19.774456
16.937908,23,20.322345
9.625322,11,20.347459
8.857296,13,20.365086
12.32653,15,20.384849
13.286978,17,20.405594
22.083127,23,20.448888
8.031902,10,20.993552
34.462729,44,21.076454
8.099355,10,21.099107
18.809534,18,21.14092
4.759607,7,21.151806
13.527432,25,21.713229
5.961214,14,21.752856
8.114896,18,21.7941
15.686247,19,21.839608
22.439199,25,21.900495
15.726518,23,22.483088
11.648119,20,22.522228
17.492463,17,22.564413
7.460684,12,22.599501
9.906766,30,22.66585
11.795182,16,23.290164
12.401293,16,23.324665
6.822167,17,23.344968
16.382912,32,23.385485
13.450746,18,23.428058
6.847197,10,23.457725
9.685582,12,24.057246
5.768235,10,24.084639
31.21655,26,24.129611
17.642602,16,24.164347
15.433278,45,24.864867
23.459464,20,24.906364
9.12481,25,24.937521
26.280906,29,24.997567
19.493113,33,25.676207
9.263235,14,25.72133
55.737424,40,25.809814
30.697859,29,25.890719
13.085581,19,26.573448
10.31004,26,26.619202
25.174139,21,26.668026
19.286817,25,26.725873
11.175074,23,27.424887
12.950927,24,27.466344
31.360881,28,27.505571
7.811327,24,27.564197
6.612015,14,27.605972
9.712016,12,28.322214
23.051934,24,28.365443
10.67531,24,28.397886
17.012587,18,28.434726
9.389715,20,28.471342
17.346833,16,29.14743
9.158343,15,29.171146
33.743286,36,29.223383
16.549486,19,29.27776
66.874041,55,30.058563
5.665051,16,30.102812
10.766291,15,30.142624
8.853435,32,30.199097
10.60014,13,30.913505
8.854365,23,30.950178
5.987667,14,30.974026
6.544267,10,30.996963
19.878203,20,31.0233
9.790633,15,31.044005
25.528011,26,31.75759
14.819101,36,31.814528
10.416684,15,31.848447
21.096095,22,31.891308
15.130298,27,32.634396
19.303652,19,32.668122
9.540482,12,32.70147
52.53024,48,32.775405
16.988808,20,33.564249
13.882934,19,33.595074
8.234668,14,33.617863
25.466665,22,33.648422
11.612108,15,33.669084
17.335352,28,34.45677
14.368328,17,34.498843
52.963363,45,34.567509
15.118314,25,35.361767
7.295228,9,35.382596
26.887413,26,35.437269
16.973419,18,35.46195
13.992306,21,35.507831
147.126902,79,36.412766
86.27388,56,37.325543
6.566203,9,37.351723
8.198627,13,37.371852
13.380091,17,37.414459
9.809489,12,37.4473
44.804667,54,38.360086
16.443506,23,38.400517
9.547014,12,38.424941
6.918974,11,38.448471
66.313432,58,39.337731
8.798172,11,39.365492
14.6695,17,39.398553
30.711776,24,39.446366
24.013969,24,39.479964
10.035326,12,40.295536
13.545966,15,40.327217
17.395234,19,40.363136
20.283894,31,40.435569
11.399723,23,40.47612
15.435237,20,41.376324
7.940596,20,41.405315
23.71079,34,41.448529
5.005188,17,41.472915
12.538793,20,42.313147
32.889444,32,42.353899
11.202514,15,42.376041
18.641158,21,42.408082
11.946477,27,43.325345
10.604296,13,43.345912
7.511934,10,43.359646
111.25712,68,43.476189
16.902879,23,44.434447
5.846398,8,44.44843
11.968394,13,44.464143
7.223532,11,44.479155
26.064282,28,44.515132
8.236747,12,44.553239
6.995859,10,45.455239
17.836414,27,45.501577
14.53309,25,45.553061
10.641843,32,45.595497
7.565107,20,46.556418
57.961466,43,46.633097
10.64782,18,46.664831
17.139276,21,46.691998
6.698518,9,46.706271
18.338439,24,47.715422
24.086507,27,47.758431
16.322582,34,47.807136
8.707594,13,47.84317
15.24804,19,48.856667
13.23039,22,48.897075
17.654846,22,48.92765
12.582632,16,48.963819
11.628031,18,48.988412
8.363393,20,49.982008
8.084125,12,50.017195
9.446853,13,50.043269
13.402247,26,50.077202
6.020927,10,50.093696
5.062656,11,50.11488
11.70208,13,50.139341
9.6199,17,51.162559
37.542125,40,51.220646
10.022807,13,51.243606
5.912898,9,51.25597
36.756561,60,52.308849
13.698756,15,52.336996
20.861415,27,52.39887
8.61905,11,52.43141
12.821471,16,53.483064
10.425607,12,53.501646
17.630931,18,53.526344
11.100908,15,53.560674
13.735407,17,53.598807
13.471251,20,53.634339
21.822509,21,54.696779
24.510239,28,54.764738
20.753597,27,54.812567
41.333744,32,54.859947
45.559356,50,55.938144
31.541027,26,56.007804
71.692561,44,57.116614
12.435059,15,57.153642
49.571655,43,57.237549
6.426202,10,57.277002
53.719277,63,58.462343
6.665361,13,58.507413
29.779558,33,58.581125
19.190372,24,59.712742
8.259235,18,59.757857
14.63419,21,59.810141
10.322562,12,59.838775
13.450952,16,59.859878
12.856999,18,59.899267
15.108445,21,61.077762
10.354716,13,61.117267
33.882697,32,61.173409
19.657008,26,61.22308
34.536796,30,62.344356
7.14829,18,62.392426
10.500893,27,62.424619
6.556021,9,62.439456
14.26283,15,62.463174
39.555123,32,63.605304
12.573236,22,63.634222
43.611459,32,63.67121
19.212848,25,64.860882
27.002182,22,64.902287
7.973959,18,64.925979
9.262873,20,64.960473
31.311518,37,65.012843
12.39795,20,66.161512
20.794736,30,66.214312
17.135841,18,66.247716
8.431106,12,66.268355
18.04259,18,66.307771
6.191487,15,67.536712
11.951647,23,67.571307
26.956707,41,67.643263
9.040107,20,67.693412
19.598436,23,68.876546
17.330837,25,68.92535
9.256434,12,68.953399
8.467629,12,68.971383
11.584009,17,68.998989
8.111848,11,69.023093
7.721838,16,70.265154
33.971607,29,70.312214
7.794033,10,70.337666
77.162119,46,70.392791
13.324406,19,71.645494
29.995157,44,71.742903
10.97837,22,71.806687
10.79267,15,71.836371
14.546943,29,73.110941
8.203542,13,73.131317
22.87728,28,73.176874
19.988837,27,73.219021
9.754467,14,74.494952
7.783938,10,74.515676
16.474246,18,74.542308
18.662014,19,74.573311
22.330792,25,74.608263
12.973351,14,74.629376
17.641675,19,75.94282
8.095509,10,75.972575
15.641795,17,76.000577
8.549941,11,76.032316
8.142241,11,76.053627
20.491687,19,76.082949
28.273864,25,77.421583
4.499584,12,77.448042
13.49656,19,77.492938
18.692809,36,77.553528
6.145876,10,77.573078
18.499367,19,78.924577
18.922362,20,78.970238
15.787543,20,79.008576
45.424311,34,79.067616
23.091668,23,79.124431
22.825246,23,80.50559
74.142137,47,80.599207
13.074997,19,80.635468
8.397059,14,81.968848
9.020715,15,81.999209
7.311468,9,82.014148
12.337042,20,82.03829
21.269746,27,82.079881
27.765683,43,83.51536
12.159155,14,83.552956
23.427482,20,83.599486
8.107033,11,83.635927
15.063925,21,83.68099
9.083438,13,83.714963
12.131962,14,85.127883
15.344146,24,85.171229
8.497861,11,85.195699
19.544361,25,85.228971
37.034511,29,85.271138
20.76039,19,86.661156
10.188882,16,86.698752
8.951965,11,86.72893
5.64132,14,86.767044
12.903548,15,86.800609
9.322697,17,86.835454
11.983334,14,88.315375
48.481567,37,88.394625
15.528462,21,88.447495
12.063243,15,88.485402
12.093729,15,88.5251
10.204115,30,90.034681
11.815084,13,90.071997
17.722248,22,90.107868
7.841164,11,90.134295
15.462958,17,90.171418
10.150584,13,90.207826
10.225526,18,91.69311
14.972458,19,91.735262
17.549662,25,91.79214
25.725087,23,91.843125
24.294678,27,93.344113
12.458976,19,93.390056
26.106521,22,93.44365
9.061596,13,93.482906
57.377898,45,95.02857
50.598375,46,95.121873
12.348405,15,95.158315
17.054697,17,95.18544
6.255447,13,95.217705
8.486311,12,96.756714
23.166682,26,96.805833
12.307342,20,96.84579
12.762885,30,96.915766
111.501648,66,98.542068
10.036821,30,98.60438
13.161154,24,100.119916
13.048422,15,100.162998
11.043999,19,100.205288
34.465032,42,100.266397
6.456156,9,100.287246
13.777499,16,101.984191
7.80526,11,102.001515
13.911856,15,102.029824
9.809773,18,102.070099
5.102286,8,102.082976
16.550937,23,102.123807
5.740046,8,102.14405
12.499823,20,103.727967
13.284376,20,103.767334
13.878301,16,103.795043
12.308691,16,103.820775
20.954143,25,103.85235
16.61319,17,105.45977
14.298246,31,105.513262
9.531199,16,105.540978
10.499898,23,105.573637
8.247449,14,105.594088
16.341674,19,107.215778
12.055823,18,107.254224
12.539846,13,107.280763
8.259576,13,107.30011
8.784801,31,107.349228
22.261748,31,108.998574
21.891274,25,109.066734
7.879893,10,109.08849
11.967121,18,109.115333
8.059691,10,109.134798
6.7351,14,109.154904
9.990158,21,110.792741
98.733153,77,110.932884
15.815979,15,112.585029
9.304524,16,112.605695
10.209237,38,112.661001
6.387814,9,112.68303
89.989051,57,114.412454
16.687267,21,114.466891
20.109362,20,114.503413
12.252691,14,114.530566
15.661893,17,114.558589
16.52844,20,116.287401
19.238166,19,116.340329
26.207479,23,116.40095
8.368225,12,116.430086
19.199911,31,118.158931
12.794191,23,118.216559
9.241249,19,118.255744
9.176909,28,118.311261
10.801158,13,118.34323
13.01891,14,118.372213
13.681949,19,120.450042
9.457689,25,120.674175
16.53716,22,120.864904
11.545858,13,120.984917
11.96933,16,121.124917
15.419397,18,124.301089
17.942599,20,124.342508
21.557079,28,124.400688
11.971878,14,124.42578
17.002601,21,124.451126
17.993635,27,126.282914
42.57424,30,126.360559
6.107531,12,126.40187
11.288526,14,126.437791
10.921071,13,126.47025
19.049965,25,128.334831
33.814157,51,128.403409
13.804703,22,128.469038
11.132769,15,130.289582
7.061751,12,130.317802
10.167829,13,130.345099
13.062128,14,130.381869
10.599467,13,130.416968
14.93689,32,130.480862
8.777659,19,132.373407
17.285265,18,132.404224
5.669407,11,132.421327
12.503064,19,132.44365
11.506873,20,132.468568
20.839854,36,134.377235
6.737415,10,134.404243
9.47608,13,134.4208
12.49782,14,134.438329
25.470443,28,134.470298
63.157043,62,136.421587
49.66967,40,136.47802
11.969902,13,136.513747
28.324471,27,138.423061
17.06278,20,138.475144
21.330052,27,138.511811
11.263531,19,138.543664
75.968432,54,140.509763
11.704381,14,140.552599
14.757035,21,140.589712
7.093206,26,140.623967
8.160742,10,142.511021
9.745606,12,142.535305
8.591689,11,142.552344
20.596681,29,142.615118
21.56709,39,142.706754
101.434987,62,144.689705
8.482445,12,144.714588
53.756889,40,146.697832
13.085397,16,146.738427
7.025705,13,146.7618
10.61649,14,146.791994
6.533066,9,146.814279
21.55187,24,146.866026
19.139239,23,148.882938
30.043926,27,148.941538
20.718438,20,148.986839
11.678835,19,149.03306
9.67118,14,149.063893
10.684845,13,151.073073
21.648537,20,151.112349
11.012309,34,151.150036
21.462254,21,151.179423
17.233878,22,153.195472
11.180094,14,153.225687
11.744661,14,153.254172
10.571028,18,153.274815
12.214365,19,153.298516
23.984368,24,153.32864
10.332188,15,155.358612
21.796114,22,155.401438
48.100067,38,155.469405
9.70618,20,155.519258
41.853069,41,157.624843
14.772576,19,157.655228
10.419341,21,157.684636
12.234279,15,157.704892
12.633937,19,159.792578
11.134544,16,159.822083
5.294243,8,159.842955
12.47366,15,159.878843
7.244843,10,159.903853
14.221934,19,159.938658
11.404155,21,159.967156
17.993748,19,162.044391
18.422881,26,162.098271
12.495893,16,162.137897
25.916679,28,162.185139
9.950847,14,162.21866
15.570129,36,164.394824
9.166867,15,164.435804
18.661227,35,164.516043
37.338789,31,166.681394
20.021112,20,166.734591
9.179616,11,166.763704
15.803811,21,166.811053
8.295384,11,166.851375
9.913358,16,166.88711
21.902316,26,168.943076
21.709834,34,169.010664
34.226337,29,169.051818
13.655697,16,169.073777
10.519551,24,171.076524
15.72363,19,171.107384
11.519529,13,171.124699
11.781082,16,171.144407
11.410774,14,171.163125
16.123544,20,173.233622
22.124367,22,173.282901
12.117325,14,173.310981
14.756524,22,173.348691
13.14807,16,173.370243
9.052682,17,173.407896
16.778659,19,175.50598
15.615479,24,175.567268
17.714125,16,175.601188
15.269721,22,175.652561
17.539067,33,178.808946
26.90391,24,179.025084
9.142138,15,179.157156
9.743286,13,179.272946
12.599691,14,179.396889
9.225202,11,179.496945
20.949988,20,182.48525
12.142928,26,182.542438
21.0802,27,182.594602
19.35879,20,182.629984
23.324373,26,184.909867
10.587865,13,184.946792
8.492344,11,184.974717
26.947661,29,185.019211
14.368526,19,185.050144
10.469694,13,185.068496
18.941499,20,187.328821
56.336786,49,187.403959
13.530796,14,187.444282
29.770419,29,187.507847
9.662061,16,189.795
17.193948,17,189.833369
10.84051,18,189.875288
16.365683,19,189.923781
13.290803,16,189.967449
29.318782,46,192.333094
7.34617,11,192.375115
29.050377,26,192.434785
13.063646,17,192.482438
6.349729,10,192.504561
95.664727,82,194.925657
7.060698,14,194.981645
21.92919,21,197.308903
11.19689,19,197.357119
9.867666,18,197.403364
11.384347,13,197.434004
24.798189,24,197.486649
9.195011,16,199.811967
13.212618,16,199.842659
7.061947,11,199.870015
13.086839,14,199.895657
19.440843,20,199.942163
15.748822,16,199.97911
24.853404,21,200.031968
10.192078,14,202.347208
20.57715,22,202.392497
11.416259,15,202.428607
7.361269,11,202.447459
28.248258,29,202.505391
9.628414,13,204.858638
18.057044,23,204.907132
14.142923,20,204.954958
9.274601,13,204.99388
46.349292,35,205.054134
15.673969,33,207.492352
7.605435,11,207.517089
10.523844,20,207.563045
8.703137,16,207.605958
18.349354,27,210.00561
20.451252,30,210.083999
21.150229,20,210.126786
15.718378,26,210.173997
16.947767,23,212.59837
10.726682,16,212.644232
15.528194,36,212.711755
9.023146,19,212.761876
30.068648,28,212.826015
12.814876,17,215.242875
120.179679,83,215.404431
7.587056,17,217.885948
15.729902,18,217.93146
19.858626,36,218.005151
7.265345,12,218.045675
12.540872,15,218.08311
27.945744,27,220.561315
8.563561,15,220.592816
8.443556,15,220.619809
13.235828,14,220.652814
13.611779,15,220.686821
39.727671,32,223.178887
8.811156,35,223.219873
11.978972,14,223.241887
8.51666,24,223.269511
59.711415,54,225.83988
12.73188,26,225.902214
7.951032,13,225.938074
21.111918,21,228.296907
23.414976,21,228.327963
36.078897,34,228.383584
15.99571,17,228.430019
8.361948,11,228.461024
8.116968,13,228.483859
17.370081,18,230.827577
10.379547,18,230.852701
33.073964,29,230.887715
8.479897,19,230.917008
7.929609,13,230.943846
9.520978,32,233.398408
7.752109,12,233.424173
17.497574,19,233.447608
16.008932,27,233.479549
8.914379,14,233.500103
7.377911,11,238.245461
13.255375,19,238.270307
16.089435,28,238.305456
103.209326,58,240.900942
17.120776,20,240.96202
8.448387,14,240.997364
10.213173,16,241.034471
26.04068,32,241.093239
9.148841,14,243.692944
7.391681,10,243.71536
66.834174,43,243.805601
20.215061,21,243.870787
12.912827,17,246.417962
27.771021,31,246.493221
72.038521,42,246.596428
24.336061,27,249.213379
10.937724,13,249.249322
16.575831,20,249.298385
10.970575,22,249.340345
10.010509,18,249.378623
8.84791,13,249.398389
22.88971,38,252.068174
6.807977,16,252.095933
6.658313,9,252.122086
11.733034,18,252.152277
9.791598,13,252.180044
12.099771,25,254.761014
11.088419,22,254.797715
9.378459,18,254.827432
5.481877,10,254.858523
18.261457,38,254.921087
21.85143,20,257.577315
14.894955,18,257.624565
18.950843,21,257.67894
8.907837,13,257.71676
13.244033,19,257.764213
6.521073,12,257.797221
9.566641,12,260.449506
7.509744,11,260.474478
36.955791,39,260.555344
8.330537,12,260.59903
10.204272,23,260.652935
16.705708,20,263.412265
9.935402,36,263.483811
5.680542,10,263.506688
6.842445,10,263.519805
23.967448,30,266.185142
32.29711,33,266.26978
10.206798,12,266.300499
8.83309,13,266.318414
10.167833,17,266.339293
19.461659,29,269.083154
15.42156,18,269.123544
10.097957,17,269.14453
6.26756,14,269.163022
50.068606,47,271.968384
69.374198,53,272.075206
21.767261,27,272.157425
11.970814,14,272.196995
6.680627,9,274.92704
7.307981,15,274.948946
8.499231,11,274.96381
9.501386,15,274.989003
29.601347,29,275.055558
11.923469,18,275.098555
13.337929,23,277.929313
15.540697,29,277.973654
10.411654,20,278.022143
6.7747,11,278.053988
38.189208,33,280.875791
8.056152,16,280.914341
8.92411,11,280.937343
13.659383,24,280.98961
21.818011,22,281.048036
10.883661,24,283.893232
11.592587,24,283.936176
12.045677,26,283.973868
17.531414,19,284.000055
13.15467,23,284.044719
41.914303,38,286.724673
13.114412,22,286.770126
15.232722,22,286.804437
8.878912,14,286.823846
15.593708,26,289.603242
12.538809,13,289.628196
20.210238,26,289.659714
12.283294,20,289.698819
7.58287,33,292.409619
10.309221,11,292.449222
13.587515,18,292.491503
8.276689,14,292.52762
7.076159,18,292.573272
16.169821,17,292.616386
14.597196,22,295.38822
10.984055,19,295.413389
46.155061,60,295.502334
9.147412,12,298.251053
8.247479,31,298.32181
15.245164,20,298.363283
11.957748,14,298.402994
9.930806,14,298.4408
12.731487,26,301.288042
8.029793,15,301.331597
46.617215,38,301.412423
8.464149,14,301.456203
33.292155,38,304.252739
13.235608,18,304.282054
10.709935,20,304.335343
6.269107,13,304.364289
42.38983,43,307.184424
12.505767,17,307.217292
14.875988,28,307.257683
13.252385,17,307.288957
13.453702,23,307.337027
11.567466,21,310.18327
9.809661,12,310.211507
17.974333,22,310.243114
14.217464,17,310.265063
11.513482,13,310.284408
