eval_discount_q,eval_abs_qs_difference,eval mean 100 episode reward,eval_ep_rewmean,eval_qs,eval_qs_difference,total timesteps,eval_time_elapsed,eval_eplenmean,mean 100 episode reward,update_time,discount_q,fps,train_time,qs_mean,time_elapsed,current_lr,episodes,act_time,eplenmean,qs_abs_difference,qs_difference,ep_rewmean,env_time,n_updates,q_grad_norm,qfs_loss
3.9016539565057586,2.794242,4.0,3.985384818181819,-1.1445915,-2.794241848120194,1,0,7.454545454545454,,,,,,,,,,,,,,,,,,
,,,,,,42854,,,361.6,1340,1.0310853137614346,22,437,210.90813,1886,0.0003,1304,16,131.23,45.66342422335495,44.113323174937804,361.62013841999993,66,35800,5729.402,131.03552
,,,,,,43532,,,364.5,1374,1.1422659432466555,22,452,207.70476,1937,0.0003,1308,16,132.01,33.45463620896843,33.45463620896843,364.49888273,66,37200,6335.2524,138.89716
,,,,,,44221,,,365.7,1703,0.9597613231405739,18,537,211.24483,2357,0.0003,1312,18,132.62,52.38175898212235,52.38175898212235,365.66640638999996,71,38600,6529.197,138.50604
,,,,,,44891,,,369.2,1732,1.0992834981546822,18,624,232.6449,2493,0.0003,1316,19,134.05,91.07400858481621,90.52349782065258,369.19853665000005,90,39800,5018.4883,99.07094
,,,,,,45542,,,377.9,1771,1.384585191481819,17,640,236.83809,2550,0.0003,1320,19,136.43,108.13049829699543,107.09352742384257,377.92291830999994,91,41200,5741.7427,135.04698
,,,,,,46156,,,377.4,1806,2.428559577947192,17,654,237.90144,2600,0.0003,1324,20,136.84,66.63946718244952,66.63946718244952,377.39697291,91,42400,4538.0493,111.30518
,,,,,,46677,,,380.0,1834,5.838756557532074,17,666,210.08098,2641,0.0003,1328,20,137.05,37.95958475089968,35.80098507077758,380.00609561000005,92,43400,5704.7886,138.35274
,,,,,,47351,,,386.8,1871,1.226368434869195,17,682,208.55211,2696,0.0003,1332,21,138.49,37.086117876521676,36.77895458132948,386.79595756000003,93,44800,5164.399,119.73992
,,,,,,48040,,,392.0,1907,1.2168264276292562,17,698,209.02411,2750,0.0003,1336,21,140.17,24.793741559600903,23.718326650657197,391.99040224,94,46200,4523.357,89.633255
,,,,,,48751,,,396.2,1948,0.96076832242776,17,714,208.42322,2809,0.0003,1340,22,141.14,15.076088645812504,11.107495182018884,396.18444352,95,47600,5246.8833,109.451904
,,,,,,49555,,,414.6,1994,0.4584023552145424,17,733,220.01816,2876,0.0003,1344,22,145.91,13.188148111104365,8.561855014773442,414.55731177,96,49200,4891.104,95.45961
111.67337887556232,181.46515,179.0,183.51587581818183,259.6826,181.46515856017038,50001,1,93.27272727272727,,,,,,,,,,,,,,,,,,
,,,,,,50281,,,427.2,2036,0.8214728476949656,17,749,222.47565,2937,0.0003,1348,23,149.69,46.670857777748076,42.8090129388139,427.21171032,97,50600,5359.862,115.23072
,,,,,,50892,,,431.1,2068,0.7645264723123593,17,763,261.7245,2984,0.0003,1352,23,150.72,184.690426068975,184.690426068975,431.08751066,98,51800,4937.008,115.83971
,,,,,,51691,,,438.1,2113,0.3876856052213071,16,784,222.57852,3052,0.0003,1356,24,153.6,35.62794861386357,31.975893195956612,438.07402557,99,53400,4984.217,109.942116
,,,,,,51963,,,428.7,2130,83.046943466721,16,791,230.1207,3077,0.0003,1360,24,150.59,46.406282539142175,38.90893502926403,428.74107388000004,99,54000,5007.9243,112.00435
,,,,,,52417,,,427.4,2158,21.796279349039484,16,806,254.30556,3121,0.0003,1364,24,149.69,54.04774885955179,51.26865713143063,427.44763157,100,55000,4754.693,117.49628
,,,,,,53188,,,438.2,2197,0.6538561066272514,16,825,244.42256,3182,0.0003,1368,25,152.08,49.29103673659827,46.79936508187586,438.19282921000007,101,56400,5839.3237,146.36824
,,,,,,53597,,,432.0,2220,2.099835025543553,16,834,265.00613,3215,0.0003,1372,25,150.44,223.59639701948814,223.59639701948814,432.02526192,102,57200,5052.4478,131.71956
,,,,,,54487,,,439.2,2271,0.7134459057173766,16,854,266.1229,3288,0.0003,1376,26,154.06,59.36103758206539,58.07600536385467,439.24184137,103,59000,4961.9727,125.23761
,,,,,,54915,,,437.3,2302,1.5353276515488774,16,866,274.01672,3332,0.0003,1380,26,152.89,233.2097959431657,233.2097959431657,437.25358042999994,104,60000,5142.8247,119.44113
,,,,,,55355,,,443.9,2327,18.3306932947011,16,875,231.46983,3368,0.0003,1384,27,154.26,19.048035218041033,8.957638641404431,443.89710491000005,105,60800,4830.339,129.72466
,,,,,,56262,,,454.3,2380,0.12342698315960964,16,900,229.53116,3447,0.0003,1388,28,157.45,38.79655433987334,38.579567904914164,454.3141845900001,106,62600,5201.941,116.73916
,,,,,,56928,,,459.3,2420,1.542924472778921,16,915,239.25868,3505,0.0003,1392,28,158.39,27.83088343432401,27.216554696498154,459.31369434,107,64000,4913.59,111.956436
,,,,,,57692,,,469.8,2462,0.6907551687203338,16,934,239.78171,3566,0.0003,1396,29,161.19,19.102024938519662,15.195180725859565,469.78805779000004,108,65400,5369.8477,147.38763
,,,,,,58296,,,470.6,2501,2.0244957603255025,16,948,237.12178,3621,0.0003,1400,29,161.28,64.98103893173679,64.69794998523422,470.62526002999994,109,66600,4330.874,108.7118
,,,,,,58969,,,472.0,2545,1.484958550413687,16,964,248.4095,3683,0.0003,1404,29,161.15,39.012796716929984,39.00738418455494,471.95692350999997,109,68000,5517.9824,123.972626
,,,,,,59653,,,473.9,2587,1.182738086377231,15,981,254.80087,3743,0.0003,1408,30,161.21,58.890493583088144,58.890493583088144,473.87033306000006,110,69400,5321.305,112.241005
237.27612263873863,33.46788,247.0,693.6766424545453,257.25232,26.312668091092757,60001,4,198.45454545454547,,,,,,,,,,,,,,,,,,
,,,,,,60039,,,465.7,2611,23.741748098294824,15,990,237.57545,3782,0.0003,1412,30,158.18,37.89292358321298,37.0411359829448,465.68932177999994,111,70200,5133.6567,123.01989
,,,,,,60732,,,470.4,2656,1.3124539615346809,15,1006,257.1702,3845,0.0003,1416,31,158.41,51.83028338319644,51.83028338319644,470.38309577,112,71600,4648.9126,110.171875
,,,,,,61374,,,471.9,2696,3.148192446076713,15,1021,285.91525,3901,0.0003,1420,31,158.32,70.06593244792047,69.26285001442349,471.85389302999994,113,72800,5388.051,113.45406
,,,,,,62065,,,478.2,2742,1.1848856283363953,15,1037,253.05405,3965,0.0003,1424,32,159.09,47.06678443973118,47.06678443973118,478.19545067000007,114,74200,5868.747,130.58447
,,,,,,62635,,,481.1,2779,2.9012320878049747,15,1051,251.13765,4017,0.0003,1428,32,159.58,83.96878720144579,83.96878720144579,481.13975274999996,114,75400,5652.629,147.99069
,,,,,,63350,,,483.3,2822,0.8550432887595802,15,1068,310.2439,4078,0.0003,1432,32,159.99,138.32309597333492,138.32309597333492,483.3014281999999,115,76800,6125.5356,127.81694
,,,,,,64068,,,485.3,2872,1.1697632240644473,15,1084,254.92812,4146,0.0003,1436,33,160.28,35.36478272452481,35.36234262086364,485.3473181,116,78200,4990.0225,109.72981
,,,,,,64530,,,476.0,2904,5.995201270287439,15,1096,263.69385,4191,0.0003,1440,33,157.79,129.99486945567315,129.99486945567315,475.98380164,117,79200,5069.277,111.56619
,,,,,,65251,,,475.2,2950,1.1980651839134306,15,1113,271.51163,4256,0.0003,1444,34,156.96,51.44304562132928,50.831215938346,475.18527713000003,118,80600,5926.9893,127.55427
,,,,,,66009,,,478.9,3001,0.7411956423469427,15,1131,262.1648,4327,0.0003,1448,34,157.28,51.93014040393382,51.4022586383553,478.87281162000005,119,82200,5518.713,114.47757
,,,,,,66766,,,485.8,3049,0.7598892020489024,15,1148,249.24411,4394,0.0003,1452,35,158.74,35.65828086235261,33.42077738095858,485.83842283000007,120,83600,5563.0513,111.76155
,,,,,,67534,,,490.1,3105,0.9594730771318715,15,1167,288.70523,4471,0.0003,1456,36,158.43,75.73461017458786,75.60097198831794,490.05597097000003,121,85200,5072.426,86.988976
,,,,,,68245,,,505.5,3151,1.3882090753958525,15,1184,248.78181,4534,0.0003,1460,36,162.82,23.12124104638946,22.532261745118067,505.52707697000005,122,86600,5510.2246,112.69838
,,,,,,69024,,,518.7,3203,0.7307229381782909,14,1205,266.52954,4610,0.0003,1464,37,166.07,40.48695325211934,37.89692422258453,518.6518623,123,88200,6084.812,150.83472
,,,,,,69765,,,518.4,3250,0.7127113289841994,14,1225,238.26103,4678,0.0003,1468,37,165.77,42.25117469421238,41.21193411352381,518.43328657,124,89600,5505.656,127.82848
227.99913398747276,59.8026,311.1,751.6591586363636,279.09427,57.714161975472344,70001,5,233.9090909090909,,,,,,,,,,,,,,,,,,
,,,,,,70680,,,537.7,3313,0.3091690591004452,14,1246,279.4374,4769,0.0003,1472,38,170.83,37.05781147432335,34.51568721604087,537.65924591,125,91400,4891.3687,112.67947
,,,,,,71264,,,534.3,3353,5.536237912869351,14,1260,283.02747,4825,0.0003,1476,38,167.77,62.75808691596502,62.53376562432459,534.2697071299999,126,92600,5008.045,111.5345
,,,,,,72086,,,547.9,3410,0.45927270190732167,14,1279,283.37997,4902,0.0003,1480,39,171.71,65.53291362352809,65.0581013440092,547.9357787600001,127,94200,4264.0967,105.00813
,,,,,,73051,,,562.5,3483,0.010600938033875667,14,1302,289.66418,5002,0.0003,1484,39,176.96,238.04081886108153,238.04081886108153,562.5341721599999,128,96200,4831.162,110.03548
,,,,,,73570,,,548.9,3518,3.483353291603371,14,1314,240.17313,5049,0.0003,1488,40,173.08,100.0199530275983,100.0199530275983,548.87287841,129,97200,5447.8223,135.71568
,,,,,,74111,,,543.0,3558,5.185811975288487,14,1328,231.40234,5105,0.0003,1492,40,171.83,34.89831516745234,33.845643911456676,543.01335734,130,98400,5286.0205,115.74624
,,,,,,74757,,,536.6,3603,1.7431579791893095,14,1342,233.78302,5165,0.0003,1496,40,170.65,32.04013749171828,31.957783268546386,536.58939328,131,99600,5329.6294,119.17938
,,,,,,75482,,,540.4,3654,1.4620250388243863,14,1359,280.54645,5235,0.0003,1500,41,171.86,68.44028872044356,68.44028872044356,540.44017582,132,101000,6871.0737,155.4006
,,,,,,76305,,,544.2,3720,0.4477904220217908,14,1380,260.9291,5324,0.0003,1504,42,173.36,54.571909914689684,51.568786348330704,544.24879791,133,102800,4952.809,111.93519
,,,,,,76986,,,543.2,3762,1.9761914669127176,14,1394,287.6501,5381,0.0003,1508,42,173.33,80.46253418448069,80.05154991825933,543.24933962,134,104000,5087.8433,105.974884
,,,,,,77788,,,557.4,3822,0.7953156677123561,14,1413,269.54065,5462,0.0003,1512,43,177.49,47.500004915813214,45.648002143808675,557.44972876,135,105600,4672.273,95.14145
,,,,,,78553,,,560.6,3879,0.733120991650034,14,1435,253.29143,5543,0.0003,1516,43,178.21,46.40235301335189,43.20217834453723,560.58839055,136,107200,4880.6553,104.08196
,,,,,,79383,,,568.8,3936,0.4350777030311311,14,1454,274.84427,5621,0.0003,1520,44,180.09,65.35495441531201,65.25702707043509,568.7696194700001,137,108800,4176.7627,92.80529
218.43088034878576,59.260727,343.4,582.7593468181818,258.31586,56.807080531683184,80001,3,178.9090909090909,,,,,,,,,,,,,,,,,,
,,,,,,80138,,,569.1,3996,0.7761561175360177,14,1473,286.75864,5705,0.0003,1524,44,180.73,135.41626361543078,132.69503222111575,569.08726656,138,110400,5362.5327,117.93027
,,,,,,80864,,,574.8,4053,1.2519125001795322,13,1489,275.94904,5780,0.0003,1528,45,182.29,49.58036763153961,49.404415737774045,574.84506189,139,111800,4784.227,103.81985
,,,,,,81446,,,568.6,4096,0.28109088686552786,13,1503,298.45895,5839,0.0003,1532,45,180.96,258.4096400798482,258.4096400798482,568.6275779299999,139,113000,4334.831,106.38179
,,,,,,82164,,,566.5,4147,2.4602945420109577,13,1520,279.18286,5907,0.0003,1536,46,180.96,57.36303532944608,56.617825700680655,566.4831943000002,140,114400,4872.8486,101.245316
,,,,,,82652,,,565.7,4186,11.338863317839674,13,1531,274.84216,5960,0.0003,1540,46,181.22,66.00455281196858,65.0113627549109,565.6573019699999,141,115400,4529.5195,93.42557
,,,,,,83473,,,569.3,4251,0.4561553016135585,13,1551,280.7912,6046,0.0003,1544,47,182.22,57.22005533008656,57.20902312841862,569.2534865700001,142,117000,5079.9463,107.246506
,,,,,,84256,,,570.2,4310,0.5900319853849847,13,1570,260.01334,6126,0.0003,1548,47,182.47,44.07323068838032,44.07323068838032,570.20399949,143,118600,5148.508,123.91441
,,,,,,85045,,,571.9,4370,0.7488116313310844,13,1591,289.32828,6209,0.0003,1552,48,182.79,75.61341275010503,72.37623362059266,571.8851243199999,144,120200,4339.454,79.72312
,,,,,,86086,,,582.2,4451,0.05775632683182979,13,1616,288.50775,6317,0.0003,1556,48,185.52,67.25016211975966,67.12679800958365,582.2187969800001,146,122200,4947.7783,114.32931
,,,,,,86878,,,585.8,4512,0.7102916706434184,13,1635,297.0907,6400,0.0003,1560,49,186.33,81.54569930306363,80.58495199381527,585.8067191600001,147,123800,5370.72,122.56793
,,,,,,87687,,,585.3,4577,0.5354718470040011,13,1655,287.2204,6486,0.0003,1564,50,186.63,79.73731920926906,79.73731920926906,585.25419038,148,125400,4316.7583,89.75587
,,,,,,88670,,,592.9,4656,0.0706854953212568,13,1683,261.34937,6595,0.0003,1568,50,189.05,60.598671046069164,60.598671046069164,592.86552282,149,127400,4410.916,102.399826
,,,,,,89577,,,593.5,4727,0.19875537375830007,13,1705,289.03363,6690,0.0003,1572,51,188.97,87.61794335718437,86.97287478621442,593.5130460700001,151,129200,4629.2827,101.75852
224.88150064523413,50.49388,409.7,688.5091811818182,259.70056,37.795182701058756,90001,4,209.9090909090909,,,,,,,,,,,,,,,,,,
,,,,,,90585,,,609.3,4811,0.1417633076643513,13,1730,287.74615,6806,0.0003,1576,52,193.21,36.56632906314759,35.093164697539954,609.34256234,152,131200,4830.2075,102.661545
,,,,,,91720,,,619.8,4908,0.03603016105851636,13,1760,284.41568,6936,0.0003,1580,52,196.34,42.03090804772847,38.50945866807232,619.8272945800001,153,133600,4221.4224,84.46625
,,,,,,92835,,,628.0,5002,0.01893283929838228,13,1787,321.24158,7060,0.0003,1584,53,197.84,137.76958952967914,137.76958952967914,628.03305792,155,135800,4212.1914,92.95359
,,,,,,94047,,,654.3,5100,0.017464482182545697,13,1820,281.8089,7193,0.0003,1588,54,204.77,30.264131862925247,28.889887104381312,654.2812529799999,157,138200,3920.6826,89.54192
,,,,,,95005,,,669.1,5188,0.06785676063871289,12,1845,325.69867,7309,0.0003,1592,55,208.94,179.5545776210527,179.5545776210527,669.0998881500001,158,140200,3925.035,79.98141
,,,,,,95868,,,677.1,5256,0.0693169418689596,12,1865,316.6649,7399,0.0003,1596,55,211.11,224.08508733579353,224.08508733579353,677.0825794399997,159,141800,4967.168,105.51966
,,,,,,96632,,,677.1,5325,0.03961374684857962,12,1885,290.16968,7490,0.0003,1600,56,211.5,256.45446556963714,256.45446556963714,677.0996782799999,160,143400,3699.5332,82.97987
,,,,,,97462,,,678.5,5394,0.6878254899459189,12,1906,284.01047,7582,0.0003,1604,56,211.57,40.95984916200419,38.04106641553472,678.4922982400001,161,145000,4481.7676,108.204666
,,,,,,98381,,,686.6,5471,0.6318696633626668,12,1928,335.4246,7684,0.0003,1608,57,213.95,104.30798206969426,104.00624332273219,686.5720505099998,163,146800,4673.7754,104.18137
,,,,,,99509,,,699.2,5577,0.036276675221357975,12,1959,298.723,7822,0.0003,1612,58,217.21,70.34088246175813,70.28933559136313,699.1584694499999,164,149200,4119.1123,86.00961
251.6670266765086,48.03778,520.1,1035.7737874545455,286.4578,27.816715107975178,100001,6,304.0,,,,,,,,,,,,,,,,,,
,,,,,,100675,,,713.9,5670,0.02465583141065765,12,1986,274.97333,7953,0.0003,1616,59,221.22,18.528911328453788,1.8955325897039854,713.9016675299998,166,151400,4242.473,93.83688
,,,,,,101792,,,722.6,5766,0.01655259724965186,12,2014,343.33786,8079,0.0003,1620,60,224.09,180.56168638301946,180.56168638301946,722.5738225900001,168,153600,4165.549,102.26296
,,,,,,102901,,,735.7,5865,0.04795221391907666,12,2044,284.5366,8212,0.0003,1624,61,227.63,58.32118167466149,56.348940674549624,735.7181795599998,170,156000,4311.446,87.811005
,,,,,,103718,,,736.3,5931,0.11531189711237717,12,2068,324.18304,8303,0.0003,1628,61,228.54,220.9834287575951,220.9834287575951,736.29451964,171,157600,4476.2695,113.48591
,,,,,,104750,,,753.9,6013,0.3505512684719659,12,2093,302.74713,8413,0.0003,1632,62,233.04,31.9197219408017,30.61912731768537,753.9450508899998,172,159600,4239.001,99.93632
,,,,,,106006,,,773.1,6119,0.21640824686632548,12,2126,328.99115,8555,0.0003,1636,63,238.42,62.727460228931946,62.727460228931946,773.12949312,174,162200,4037.8738,85.213684
,,,,,,106984,,,794.2,6188,0.1214556973044369,12,2151,302.53146,8652,0.0003,1640,64,243.32,97.94914485983486,97.94914485983486,794.24351837,176,164000,4043.2607,87.58368
,,,,,,107986,,,798.9,6266,0.174308894968663,12,2176,298.82806,8757,0.0003,1644,64,245.13,75.00571346974667,75.00571346974667,798.9208879199999,177,166000,4212.2983,102.38906
,,,,,,108418,,,785.3,6305,9.837471447928293,12,2189,331.4276,8811,0.0003,1648,65,241.62,194.57025768160602,194.57025768160602,785.27219769,178,167000,3479.0278,78.790184
,,,,,,109642,,,800.4,6396,0.014806565520158126,12,2220,292.59915,8936,0.0003,1652,66,245.97,29.6712509581977,24.15986058689744,800.3823711099999,179,169400,3641.768,84.477165
242.7147258383963,35.177177,625.5,957.4615097272726,285.8189,28.25021289706881,110001,6,278.45454545454544,,,,,,,,,,,,,,,,,,
,,,,,,110965,,,808.6,6496,0.006697836001496609,12,2252,296.50607,9077,0.0003,1656,67,248.79,46.0314248109657,43.20708042837119,808.5649982000001,181,172000,4503.7495,120.28757
,,,,,,111980,,,817.1,6569,0.09590542867472232,12,2278,297.983,9178,0.0003,1660,67,251.02,67.9519214081008,67.6811649977458,817.0811747000001,183,174000,3288.431,75.05375
,,,,,,113001,,,822.2,6649,0.5086129440120726,12,2305,319.0199,9289,0.0003,1664,68,253.14,35.90610022606943,35.480828186042444,822.1514371600001,184,176200,4124.8037,100.1474
,,,,,,114027,,,825.5,6721,0.16120743958638112,12,2334,301.99854,9391,0.0003,1668,69,253.57,43.59000546611033,43.483365152659054,825.5164333700002,186,178200,3976.5596,101.37363
,,,,,,114900,,,824.9,6783,0.45410493823644565,12,2356,293.06876,9478,0.0003,1672,70,253.23,51.14780619616538,49.166967756015424,824.9472264199999,187,180000,3986.8953,90.76602
,,,,,,116053,,,831.2,6861,0.03201906195830934,12,2384,291.07022,9587,0.0003,1676,71,254.68,27.856913232801652,27.59802782267465,831.21812099,189,182200,3864.8513,92.74485
,,,,,,117172,,,832.8,6960,0.03955542443139446,12,2434,296.7483,9739,0.0003,1680,71,254.52,44.15485162961559,42.438800116207,832.7754634400002,191,184400,3200.46,69.005936
,,,,,,117901,,,819.6,7040,1.6142473344190573,11,2478,301.94806,9865,0.0003,1684,72,250.66,85.17540108632976,85.17540108632976,819.5871397099999,192,186000,3773.64,95.612236
,,,,,,118770,,,807.9,7118,0.7872004191222126,11,2522,290.01663,9989,0.0003,1688,73,247.23,21.287887224725704,20.74699434259956,807.8966473099999,193,187600,4115.498,112.70246
241.6344023172802,49.070694,700.1,1021.5232533636364,288.9067,46.96727426583595,120001,5,319.3636363636364,,,,,,,,,,,,,,,,,,
,,,,,,120512,,,840.1,7287,0.0001904541300301499,11,2622,303.5495,10268,0.0003,1692,74,255.07,19.58488901270288,17.40286222372754,840.09511375,195,191200,4262.602,108.05789
,,,,,,121688,,,855.4,7389,0.019313210468379742,11,2684,297.2163,10435,0.0003,1696,75,258.2,65.26776752614671,65.14343030168878,855.4383203399999,197,193400,4273.625,105.15743
,,,,,,122648,,,866.4,7482,0.07371230195714924,11,2739,339.25555,10585,0.0003,1700,75,260.16,175.5146320335792,175.5146320335792,866.3516639499998,198,195400,3459.9797,84.17176
,,,,,,123435,,,865.4,7555,1.6941965036803306,11,2783,305.1128,10705,0.0003,1704,76,259.73,50.72835319923953,50.58128381205989,865.4340026599999,199,197000,3671.1018,80.86378
,,,,,,124282,,,864.4,7628,0.3885647953129868,11,2826,293.41074,10822,0.0003,1708,77,259.01,87.46124304029655,87.34988209357131,864.3721888900001,201,198600,3648.4026,85.7502
,,,,,,124977,,,848.0,7693,4.678750752355628,11,2865,293.62546,10929,0.0003,1712,77,254.68,42.50217079485555,41.76044633191309,847.96387252,202,200000,3317.8787,87.75943
,,,,,,126334,,,851.9,7820,0.05239518031583155,11,2941,320.58038,11134,0.0003,1716,78,256.59,21.720886836692934,21.06289211338224,851.8965052699999,203,202800,3920.137,101.11249
,,,,,,127929,,,868.5,7964,0.00048345657888539134,11,3028,318.76346,11370,0.0003,1720,79,261.37,101.22508992883478,101.22508992883478,868.5304684900001,206,206000,4095.279,93.18417
,,,,,,129195,,,877.3,8073,0.04218153635908466,11,3095,316.21228,11549,0.0003,1724,80,262.94,33.08103576480289,32.37015056455453,877.2731351199999,207,208400,3103.1777,75.71451
60.895510645386,232.61841,667.2,74.81575963636364,267.94998,232.1404987935192,130001,0,40.54545454545455,,,,,,,,,,,,,,,,,,
,,,,,,130922,,,912.8,8238,0.0002223709265859836,11,3195,301.16095,11819,0.0003,1728,81,272.04,30.46558629191465,30.27238385314352,912.7536698999997,210,212000,3424.5583,90.23119
,,,,,,131853,,,909.3,8318,0.011224214896129608,11,3245,303.32413,11951,0.0003,1732,82,271.03,259.1868123430121,259.1868123430121,909.2673265799999,211,213800,4084.278,110.17368
,,,,,,132834,,,900.9,8405,0.43687785922560407,10,3303,311.53564,12098,0.0003,1736,82,268.28,23.36737211888766,21.50433508770181,900.94184317,213,215800,3377.7156,73.73302
,,,,,,133745,,,898.3,8486,0.311529486934663,10,3348,307.71664,12227,0.0003,1740,83,267.61,68.88022945446993,68.8779317782453,898.2670947500003,214,217600,3996.3972,86.527145
,,,,,,134760,,,901.5,8575,0.3875869110629955,10,3404,299.61945,12375,0.0003,1744,84,267.74,19.13528081956346,13.740503082735229,901.5040586800001,215,219600,4099.0703,99.84302
,,,,,,135509,,,912.0,8647,0.17245375092546691,10,3448,316.88815,12493,0.0003,1748,84,270.91,235.20571490254338,235.20571490254338,912.0015003199998,216,221200,3485.2224,88.715065
,,,,,,136814,,,917.6,8763,0.01687211149945237,10,3520,306.05487,12684,0.0003,1752,85,271.72,26.36472223920429,26.045808749734533,917.60894789,218,223800,3798.458,86.82732
,,,,,,137821,,,909.3,8852,0.23434507621228076,10,3574,300.41382,12829,0.0003,1756,86,268.56,8.115009271976561,5.362941505672676,909.2918365200001,220,225800,3271.3894,60.128613
,,,,,,138197,,,885.6,8878,77.30086152069023,10,3589,291.98663,12871,0.0003,1760,86,262.17,40.45665620594437,39.89384111344985,885.6078258599998,220,226400,3570.421,77.23286
,,,,,,139062,,,881.5,8957,0.21121522810450247,10,3639,314.31995,13003,0.0003,1764,87,260.61,143.6864922910907,143.6864922910907,881.46068863,221,228200,3347.1296,85.46307
112.23232489552596,233.25717,659.7,174.066555,305.5172,233.25717820371926,140001,1,87.0909090909091,,,,,,,,,,,,,,,,,,
,,,,,,140216,,,886.6,9064,0.033164385208759854,10,3703,287.073,13177,0.0003,1768,88,261.89,21.314940352185445,20.91738278811044,886.6100608600001,223,230600,4035.3962,117.19077
,,,,,,141011,,,885.2,9133,1.4506770582188868,10,3747,293.95816,13292,0.0003,1772,88,261.11,23.48154909511344,21.500789546737135,885.2399115200001,224,232200,3074.9014,60.779537
,,,,,,142166,,,887.2,9230,0.033644508485008016,10,3808,308.94077,13453,0.0003,1776,89,261.13,63.39305210682106,63.29478712317507,887.1753814799998,226,234400,3177.6284,75.37622
,,,,,,143501,,,898.2,9307,0.01948396066153405,10,3847,312.05334,13572,0.0003,1780,90,263.29,14.778071533712872,-5.957098829757645,898.2429351000001,228,237200,3207.8523,74.41995
,,,,,,144731,,,918.1,9369,0.017700862080932824,10,3878,301.79095,13669,0.0003,1784,91,268.3,47.614241890404124,47.61091595384338,918.0928038300001,229,239600,4230.5796,113.04035
,,,,,,145748,,,925.5,9421,0.14416790839124013,10,3904,295.72922,13750,0.0003,1788,91,269.78,26.71930765813009,26.62506957439962,925.5140534100001,231,241600,3352.8545,76.5362
,,,,,,146885,,,905.0,9477,0.07527729668172468,10,3933,305.50366,13838,0.0003,1792,92,263.73,7.831452178157132,0.6817447823875337,905.0166802199998,233,243800,3182.3718,72.917145
,,,,,,148240,,,912.0,9549,0.03426954240233208,10,3970,327.7617,13950,0.0003,1796,93,265.52,21.632373284393402,21.55289776632823,912.0200847400001,235,246600,3932.9717,79.99898
,,,,,,149447,,,924.1,9610,0.03237007286512978,10,4001,321.14233,14046,0.0003,1800,94,267.99,34.87784789691825,34.29612685646516,924.0956109499999,237,249000,2905.326,75.34634
257.8637991246878,25.108793,697.9,1033.295517,290.77405,20.299983931242046,150001,6,286.6363636363636,,,,,,,,,,,,,,,,,,
,,,,,,150810,,,947.6,9681,0.013510744392944963,10,4038,336.65247,14163,0.0003,1804,95,273.75,37.76254953793962,37.76254953793962,947.5860588500001,239,251800,3502.7295,76.1884
,,,,,,152046,,,967.9,9742,0.022573776648693884,10,4069,309.52087,14259,0.0003,1808,96,277.64,16.6041173433061,11.247539913100672,967.85935802,241,254200,4187.804,99.17919
,,,,,,153327,,,995.7,9808,0.011746350064048321,10,4103,305.63464,14361,0.0003,1812,97,283.5,14.398616032790517,13.9649141264292,995.7100113300002,243,256800,3301.0562,61.982975
,,,,,,154256,,,984.8,9853,0.33979467457455265,10,4126,297.0031,14433,0.0003,1816,98,279.22,38.53898845799501,38.41560784907999,984.79793836,244,258600,3065.3862,66.9491
,,,,,,155142,,,965.2,9898,0.6229706154193868,10,4150,303.11774,14503,0.0003,1820,98,272.13,18.251084356053266,17.397520014560875,965.15286353,246,260400,2909.0693,67.29067
,,,,,,156444,,,969.9,9962,0.009558117201811517,10,4184,321.455,14605,0.0003,1824,99,272.49,45.208020795224165,45.208020795224165,969.8626021099999,248,263000,4137.199,86.944244
,,,,,,157455,,,945.8,10012,0.1714447091608733,10,4210,307.38208,14684,0.0003,1828,100,265.33,37.64212182943027,36.05404696423052,945.8299006999998,249,265000,2644.9734,58.68129
,,,,,,158654,,,961.1,10072,0.02899548222087011,10,4241,311.13086,14778,0.0003,1832,101,268.01,26.10574719447289,25.609668994540513,961.0957468100002,251,267400,3309.4563,84.74923
,,,,,,159931,,,977.1,10136,0.01383947319502505,10,4275,313.55618,14879,0.0003,1836,102,270.97,25.390400115956066,22.702878866199576,977.0988604099999,253,270000,2417.7822,62.855175
270.55357940952047,30.851166,740.8,1162.0743564545453,314.54108,22.320758668908834,160001,7,305.6363636363636,,,,,,,,,,,,,,,,,,
,,,,,,161173,,,993.6,10195,0.015394126578050052,10,4306,319.57007,14981,0.0003,1840,103,274.28,57.49317501066387,57.345945608877955,993.5904805399998,255,272400,3360.711,85.059105
,,,,,,162338,,,1000.5,10255,0.11422539771186747,10,4337,326.0865,15074,0.0003,1844,104,275.78,13.805158776541068,11.69520603211201,1000.47867346,257,274800,3097.7273,60.40657
,,,,,,163377,,,1016.5,10303,0.07992399868228493,10,4364,291.34592,15152,0.0003,1848,104,278.68,20.70998353497208,20.503322265345503,1016.4598011800001,258,276800,2899.8066,57.235073
,,,,,,164738,,,1017.7,10372,0.003930991082843041,10,4400,303.83728,15260,0.0003,1852,106,279.24,46.78166865007732,46.16168737994178,1017.6973913700001,261,279600,2786.5984,68.58951
,,,,,,165764,,,1018.7,10421,0.1452517520545781,10,4426,316.0236,15338,0.0003,1856,106,279.43,54.33448582297756,54.33448582297756,1018.74458418,262,281600,2484.6504,50.909664
