#{"t_start": 1651968811.3549454, "env_id": "Swimmer-v3"}
r,l,t
1.206771,1000,32.943878
-4.218447,1000,35.756669
1.944922,1000,39.005095
5.637923,1000,42.59878
-25.302131,1000,47.076014
-1.796419,1000,51.507786
-13.759596,1000,56.631177
10.572203,1000,62.300175
10.626186,1000,68.301729
0.948756,1000,74.207532
7.100222,1000,106.120171
8.877001,1000,113.1758
13.893644,1000,120.005347
17.472402,1000,127.565802
-10.58662,1000,135.525162
29.307074,1000,144.297641
10.04701,1000,153.529939
16.665226,1000,163.319565
-6.662722,1000,173.317571
7.212858,1000,183.732453
-3.413161,1000,218.707717
-12.509077,1000,229.950151
-21.595836,1000,241.32356
-7.291829,1000,253.210442
17.045911,1000,265.703399
24.262509,1000,305.737138
23.52347,1000,343.783729
15.019045,1000,382.79068
20.663698,1000,422.512364
13.912282,1000,462.177577
40.744701,1000,525.741527
34.559766,1000,567.395552
32.80504,1000,608.845248
38.422093,1000,650.770894
48.65244,1000,691.683885
37.177989,1000,734.012164
30.093895,1000,776.161191
37.705406,1000,819.639515
41.518393,1000,864.262512
33.827948,1000,908.800008
37.186276,1000,976.958975
41.041102,1000,1019.956961
42.496366,1000,1065.608938
38.643784,1000,1112.289651
40.351481,1000,1159.138812
16.041119,1000,1205.454183
41.627383,1000,1253.795717
35.204771,1000,1300.651384
17.332509,1000,1349.970709
27.971042,1000,1398.643661
18.162391,1000,1470.994972
39.35021,1000,1522.507077
44.640734,1000,1573.830495
37.560266,1000,1625.514276
42.747151,1000,1676.300858
36.810583,1000,1726.855581
50.282064,1000,1780.726402
39.621158,1000,1832.75586
34.696599,1000,1885.640257
47.72658,1000,1939.5138
49.946422,1000,2017.721225
48.505634,1000,2073.326872
45.465373,1000,2125.832075
47.452382,1000,2182.703901
45.131943,1000,2239.046325
42.454125,1000,2294.728958
48.665738,1000,2350.243281
45.776877,1000,2406.801621
34.573885,1000,2466.651203
42.10185,1000,2523.889124
41.871195,1000,2607.241524
45.037793,1000,2667.392491
44.894292,1000,2725.175376
39.49355,1000,2787.049483
55.957535,1000,2848.629213
45.270503,1000,2908.311264
54.085281,1000,2968.577939
43.856252,1000,3029.553837
53.32074,1000,3094.03796
45.984274,1000,3157.218822
53.071978,1000,3244.919624
53.376015,1000,3309.647367
52.220463,1000,3372.99327
54.080445,1000,3436.742722
55.090679,1000,3502.062331
47.48343,1000,3569.018748
55.057667,1000,3637.269728
58.320965,1000,3704.236229
63.354848,1000,3769.261917
81.335841,1000,3835.026679
89.714071,1000,3927.005958
105.279492,1000,3995.293851
120.086397,1000,4065.964172
127.988658,1000,4136.403393
126.27328,1000,4204.285073
99.974201,1000,4272.005305
116.938832,1000,4339.729903
110.306608,1000,4409.726671
135.605839,1000,4484.244334
137.826317,1000,4557.079001
122.163278,1000,4650.312073
135.525423,1000,4721.515949
134.68379,1000,4794.989959
134.621723,1000,4865.988452
130.12278,1000,4936.132472
130.601367,1000,5007.452708
131.229284,1000,5080.857049
125.400066,1000,5155.552318
127.435629,1000,5229.586744
134.70787,1000,5301.913432
125.111236,1000,5397.159928
130.623568,1000,5470.900073
134.199072,1000,5544.130611
137.166484,1000,5618.522369
137.085627,1000,5693.635392
136.339515,1000,5769.251348
132.944012,1000,5844.079403
122.777018,1000,5916.877582
121.306033,1000,5988.051679
128.334997,1000,6057.243189
124.911435,1000,6155.585088
126.702456,1000,6230.828126
131.48965,1000,6302.243234
128.142499,1000,6375.939512
135.664466,1000,6451.50732
128.861645,1000,6526.379395
126.328757,1000,6598.660739
131.076174,1000,6668.955858
126.596594,1000,6739.63018
134.402946,1000,6810.862924
130.682659,1000,6907.12509
134.460572,1000,6981.150201
131.768543,1000,7050.165169
135.280506,1000,7120.726237
135.873264,1000,7190.776834
135.351648,1000,7261.064795
130.167799,1000,7331.332887
137.426662,1000,7402.231737
135.945821,1000,7476.592372
135.287027,1000,7552.216521
139.393104,1000,7647.371291
136.678772,1000,7722.157266
139.790363,1000,7795.049629
140.556059,1000,7868.302444
136.292846,1000,7939.86821
134.80739,1000,8011.726031
139.120795,1000,8082.667558
139.32516,1000,8153.446372
136.720464,1000,8222.737075
137.091607,1000,8293.493268
133.374332,1000,8389.538998
140.431956,1000,8461.627513
139.851365,1000,8536.421196
142.381213,1000,8611.944564
140.498769,1000,8684.620965
140.414703,1000,8757.027596
140.513988,1000,8831.937431
136.927913,1000,8907.28738
142.005257,1000,8980.644773
139.93508,1000,9051.595094
141.519615,1000,9145.51455
141.586507,1000,9216.570292
138.522992,1000,9287.731078
140.811494,1000,9360.299405
