eval_eplenmean,eval_time_elapsed,eval mean 100 episode reward,eval_ep_rewmean,eval_discount_q,total timesteps,eval_abs_qs_difference,eval_qs,eval_qs_difference,fps,update_time,act_time,qs_difference,discount_q,mean 100 episode reward,ep_rewmean,eplenmean,train_time,env_time,episodes,current_lr,qs_mean,n_updates,time_elapsed,qs_abs_difference,qfs_loss,q_grad_norm
27.272727272727273,0,23.4,23.50451109090909,21.090779311549312,1,10.0202875,-0.39565918,-10.020287206433272,,,,,,,,,,,,,,,,,,
,,,,,172292,,,,12,9245,111,38.692370589232446,0.007164696925727259,944.0,944.01461065,279.09,3872,258,1780,0.0003,311.01495,294600,13661,39.46150679232141,96.421814,5074.1772
,,,,,174051,,,,12,9329,112,22.13464454404948,0.002295909343266876,980.3,980.2880194200001,288.34,3919,261,1784,0.0003,344.9194,298200,13796,22.1560453967609,105.78037,5433.5425
,,,,,175874,,,,12,9412,113,48.448833677907004,0.06871410382236394,1010.9,1010.8921896899999,296.66,3966,264,1788,0.0003,378.39825,301800,13932,49.50111966671051,87.52013,3989.9495
,,,,,177952,,,,12,9510,115,14.534702046766148,9.925475476119298e-06,1058.6,1058.5511560099999,308.9,4020,267,1792,0.0003,312.17316,306000,14089,16.98817608046818,74.366455,3895.8071
,,,,,179182,,,,12,9566,116,30.343082163033728,0.04055681362276913,1050.2,1050.16807281,306.77,4051,269,1796,0.0003,305.14417,308400,14180,30.358468255711365,42.7215,2018.7046
,,,,,179805,,,,12,9598,116,260.9243952022907,0.1314275322084548,1028.0,1027.97059811,300.59,4070,270,1800,0.0003,289.8327,309800,14232,260.9243952022907,67.92918,3094.327
667.5454545454545,15,1372.9,2561.461575090909,267.021510049378,180001,15.006499,331.5639,-11.409861830002972,,,,,,,,,,,,,,,,,,
,,,,,181794,,,,12,9686,118,219.5990187459512,9.194446602757254e-07,1067.1,1067.07524881,310.84,4119,273,1804,0.0003,330.77768,313600,14391,219.5990187459512,70.63082,3878.485
,,,,,183453,,,,12,9765,119,25.96613476352849,0.0003932977239874926,1109.9,1109.8728897499998,321.78,4163,276,1808,0.0003,305.5947,317000,14518,26.125390511462243,85.35219,4656.7964
,,,,,184813,,,,12,9830,120,45.20758051364232,0.005595862639764983,1116.4,1116.4493582100001,325.29,4200,278,1812,0.0003,300.94278,319800,14623,47.31622395864822,90.67942,4934.8438
,,,,,185692,,,,12,9867,121,23.423260881555713,0.9244527582738257,1114.7,1114.7395949900001,324.48,4221,279,1816,0.0003,298.69287,321400,14683,23.495659369345827,117.0921,5612.058
,,,,,186924,,,,12,9927,122,35.807826972426675,0.023625345883415156,1126.2,1126.21217849,327.43,4254,281,1820,0.0003,305.9394,324000,14780,36.02138802124507,51.026733,2577.7327
,,,,,187971,,,,12,9974,122,42.419770637956155,0.12086426026284972,1136.6,1136.6239761099998,329.91,4280,283,1824,0.0003,301.9618,326000,14855,44.25547634056672,97.11242,4332.2437
,,,,,189237,,,,12,10035,123,214.02514187319656,0.0016363233031733199,1142.6,1142.59138718,330.68,4314,285,1828,0.0003,335.59485,328600,14953,214.02514187319656,59.281204,2966.6194
569.9090909090909,13,1454.6,2185.2361648181814,269.67322844147185,190001,10.777826,328.6554,-3.667918462661129,,,,,,,,,,,,,,,,,,
,,,,,190709,,,,12,10104,124,22.978171740794956,0.0030038893564666197,1177.5,1177.5397578500001,338.44,4353,287,1832,0.0003,308.3667,331600,15079,23.673143284602794,70.71176,3671.7412
,,,,,191545,,,,12,10141,125,263.3402558321812,0.026334197918699266,1170.0,1169.99157887,335.71,4374,288,1836,0.0003,305.27185,333200,15139,263.3402558321812,82.34633,4122.777
,,,,,193233,,,,12,10220,126,14.873265593044176,0.0003996818176704596,1199.9,1199.856036,342.59,4418,291,1840,0.0003,308.4544,336600,15266,17.927580063777903,81.37086,3582.8926
,,,,,194686,,,,12,10285,127,30.99509893058274,0.002876767024180131,1200.7,1200.7211344199998,342.49,4454,293,1844,0.0003,306.81525,339400,15372,30.998025776506413,79.60984,4075.0337
,,,,,195687,,,,12,10331,128,37.20369244054387,0.21001759940382958,1187.8,1187.8138022599999,339.42,4480,295,1848,0.0003,299.5373,341400,15447,38.26977867504674,80.38002,3547.969
,,,,,196543,,,,12,10373,129,260.70018987412385,0.01944253631214607,1174.1,1174.0773381099998,336.22,4504,296,1852,0.0003,301.78046,343200,15514,260.70018987412385,63.40016,2791.882
,,,,,198091,,,,12,10443,130,22.187260582419384,0.005287633397422399,1196.7,1196.7428507899997,341.74,4543,299,1856,0.0003,330.7863,346200,15627,25.004669961314633,90.06543,4564.284
,,,,,199845,,,,12,10527,131,24.414114733119934,8.604841874203441e-05,1221.3,1221.27024226,348.37,4589,301,1860,0.0003,281.9413,349800,15762,26.801216468267782,68.162315,2912.6987
808.3636363636364,19,1692.3,2891.3031766363633,251.14285785330893,200001,31.726534,354.0614,26.48491582476636,,,,,,,,,,,,,,,,,,
,,,,,201882,,,,12,10620,133,7.44649216024766,0.0028709922868706676,1260.3,1260.3377547999999,358.1,4641,305,1864,0.0003,354.6461,353800,15933,9.273479450246509,63.4743,3048.9612
,,,,,203215,,,,12,10685,134,21.428861708334164,0.016521674222668665,1262.0,1261.9750077999997,358.26,4678,307,1868,0.0003,319.73486,356600,16038,21.698804016366505,98.22555,4406.009
,,,,,204415,,,,12,10741,135,-1.1343510075665402,0.038507771802308015,1250.2,1250.16937853,354.75,4709,309,1872,0.0003,297.045,359000,16128,8.52609614791909,48.36468,3001.9985
,,,,,206340,,,,12,10829,136,10.62069812503002,3.070351967416656e-05,1249.7,1249.7179953599998,354.47,4758,312,1876,0.0003,307.62534,362800,16271,11.581242336045506,73.2683,3422.074
,,,,,208074,,,,12,10908,138,258.8442188548984,4.704580476132669e-06,1262.2,1262.15279057,357.82,4803,314,1880,0.0003,319.1441,366200,16398,258.8442188548984,80.81711,3217.3337
,,,,,208348,,,,12,10922,138,253.243924230151,13.197089029894203,1204.3,1204.32643408,342.97,4810,315,1884,0.0003,321.37384,366800,16421,253.243924230151,47.146717,2737.065
,,,,,209074,,,,12,10954,138,245.60825007127346,0.10731621885989334,1163.6,1163.5913166300002,332.0,4829,316,1888,0.0003,296.0346,368200,16473,247.25339455094382,62.00108,2593.9912
304.54545454545456,7,1740.3,1123.5302793636365,267.76306454007494,210001,22.792784,301.50092,20.113762758633936,,,,,,,,,,,,,,,,,,
,,,,,210524,,,,12,11024,139,46.641775395570924,0.004458968910506844,1142.0,1142.0421422900001,325.72,4868,318,1892,0.0003,330.67773,371200,16593,46.641775395570924,60.083496,3065.6016
,,,,,211914,,,,12,11090,140,34.83647260266661,0.0014984684169286877,1149.8,1149.7897023300002,327.32,4904,320,1896,0.0003,252.49925,374000,16699,35.110827269345464,52.715355,2372.478
,,,,,213762,,,,12,11173,142,4.1516224668472645,0.00012492118417078006,1201.3,1201.3384940899998,339.57,4951,323,1900,0.0003,316.46658,377600,16834,10.826887489617759,71.75309,3337.4219
,,,,,215504,,,,12,11257,143,14.709341057524986,0.00024174280607359972,1195.3,1195.25564559,337.1,4998,326,1904,0.0003,313.8958,381200,16969,17.245852666782078,80.66249,4047.6213
,,,,,218318,,,,12,11387,145,15.915970363763826,2.373910443032058e-09,1241.0,1241.0318536799998,348.65,5070,330,1908,0.0003,292.28745,386800,17179,16.209561862931892,58.553432,2916.4346
288.54545454545456,6,1623.9,1071.3927885454548,265.8280466237181,220001,15.615523,281.7228,9.902448113434843,,,,,,,,,,,,,,,,,,
,,,,,220329,,,,12,11479,147,15.191511752156924,0.0010109119452188506,1274.8,1274.8126961199998,355.16,5122,333,1912,0.0003,351.86368,390800,17335,16.026419793342512,54.985493,2827.412
,,,,,223093,,,,12,11603,149,19.197625025684015,1.2987038564352537e-07,1346.7,1346.7013708800002,374.01,5192,338,1916,0.0003,349.99484,396200,17536,21.826603355154646,63.464233,3175.9556
,,,,,225528,,,,12,11717,151,28.087644299141935,3.691529822237144e-06,1394.7,1394.7381259100002,386.04,5257,342,1920,0.0003,351.5651,401200,17721,28.18462581008412,48.132935,2678.8916
,,,,,227677,,,,12,11812,152,16.834415295630475,5.5726619789051666e-05,1436.9,1436.8801672399998,397.06,5312,345,1924,0.0003,348.52707,405400,17877,18.563871864802024,55.622345,2980.3154
,,,,,229427,,,,12,11894,153,23.748648983219994,0.003224925169844888,1458.7,1458.6899805400003,401.9,5359,348,1928,0.0003,346.09677,409000,18010,23.96334934743471,42.96229,2493.8127
528.1818181818181,12,1676.5,2058.7010216363637,282.38793206022126,230001,10.75534,335.3119,1.4711149255374494,,,,,,,,,,,,,,,,,,
,,,,,231285,,,,12,11975,155,21.43164025854947,0.00021427850195722192,1474.9,1474.8548524200003,405.76,5406,351,1932,0.0003,338.43524,412600,18156,22.207628925941474,55.81649,2575.489
,,,,,233007,,,,12,12056,156,16.0364349561301,0.0010467903737574763,1509.6,1509.5852835699998,414.62,5453,353,1936,0.0003,336.85785,416200,18288,16.094838816301262,46.655205,2198.6392
,,,,,234268,,,,12,12110,157,13.709899467982343,0.010993014728575997,1495.7,1495.74823991,410.35,5484,355,1940,0.0003,282.01132,418600,18377,14.587780898599627,26.37761,1239.772
,,,,,236718,,,,12,12222,159,10.542539508621394,9.054108583013847e-06,1537.7,1537.6806990999999,420.32,5549,359,1944,0.0003,350.84262,423600,18560,14.174199883775659,45.025047,2176.1582
,,,,,238150,,,,12,12285,160,25.626597600353442,0.013802363772614885,1555.5,1555.4540412400002,424.63,5585,361,1948,0.0003,333.5,426400,18663,25.656280594852692,41.479538,2032.4396
,,,,,239188,,,,12,12329,161,223.17310517119532,0.018536786199516434,1561.8,1561.8176732900001,426.45,5611,363,1952,0.0003,338.32938,428400,18736,223.17310517119532,24.18074,973.31116
517.0,12,1791.8,1973.6017249090908,278.41604191064886,240001,22.89491,342.30713,14.939462605141852,,,,,,,,,,,,,,,,,,
,,,,,240968,,,,12,12409,162,224.4014214265356,1.0349219795676141e-05,1571.5,1571.5471583399997,428.77,5658,366,1956,0.0003,336.48312,432000,18880,224.4014214265356,41.21266,2198.7559
,,,,,242548,,,,12,12481,163,-2.7821831235960715,0.0038092031518827357,1570.3,1570.3499874400002,427.03,5700,368,1960,0.0003,331.9579,435200,18997,5.803937655296746,57.729195,2599.3008
,,,,,244109,,,,12,12551,164,20.250468452893546,0.0005008979695152753,1554.7,1554.7208459699998,422.27,5742,371,1964,0.0003,291.17847,438400,19113,20.798217360647172,34.625534,1608.8821
