#{"t_start": 1651968882.577947, "env_id": "Swimmer-v3"}
r,l,t
-8.325263,1000,33.954671
-13.398895,1000,36.615747
-10.264717,1000,39.561485
20.674094,1000,42.921471
-21.005346,1000,46.626724
-2.825673,1000,50.862
-2.65285,1000,55.664865
-5.076536,1000,60.849119
-12.631635,1000,66.673213
-0.40626,1000,72.751205
-1.375994,1000,103.315985
0.12035,1000,110.384145
-3.476663,1000,117.805245
21.486145,1000,125.862366
11.66472,1000,134.23416
-6.769741,1000,142.972749
0.163489,1000,152.205404
6.387479,1000,161.592542
4.858229,1000,171.505872
1.37897,1000,181.902473
-4.640002,1000,218.437107
-2.129014,1000,231.221932
6.971006,1000,244.532753
-14.751974,1000,258.225585
-3.830803,1000,272.152683
25.308036,1000,313.374921
23.941932,1000,353.190108
22.532443,1000,391.715826
21.484033,1000,429.858248
34.354087,1000,469.521438
43.245328,1000,535.492083
25.211236,1000,576.049555
38.226664,1000,616.353523
35.735634,1000,657.270451
40.195015,1000,699.783809
40.038288,1000,742.849092
19.308082,1000,785.626978
36.724162,1000,830.119408
42.454625,1000,871.649454
38.180053,1000,916.400652
35.368964,1000,983.945627
36.682075,1000,1029.222557
37.970995,1000,1075.993428
39.149687,1000,1122.963792
36.20407,1000,1169.73947
24.15963,1000,1217.699104
39.805507,1000,1265.955931
34.702426,1000,1313.896179
36.646324,1000,1365.392057
39.914895,1000,1414.167421
41.531949,1000,1490.939861
41.688249,1000,1540.309993
38.369576,1000,1590.160691
70.501072,1000,1641.618238
25.652137,1000,1695.022765
39.506527,1000,1746.231087
40.402695,1000,1799.312049
37.43498,1000,1853.375943
35.696387,1000,1909.282319
30.73095,1000,1961.928906
25.911471,1000,2039.959417
43.237292,1000,2096.544498
31.943468,1000,2152.174029
35.312256,1000,2207.204521
30.070745,1000,2262.932509
38.939572,1000,2320.612152
36.109336,1000,2379.541685
50.491784,1000,2435.693942
46.058421,1000,2495.33536
46.769221,1000,2555.058108
45.016589,1000,2637.282632
42.832205,1000,2699.688211
43.801769,1000,2760.657961
47.21482,1000,2819.609208
59.398174,1000,2879.245165
54.84483,1000,2938.690504
47.053434,1000,3000.957834
44.423873,1000,3066.231543
47.625812,1000,3130.269804
52.52457,1000,3193.547234
44.454176,1000,3281.618549
45.862436,1000,3345.36315
49.054517,1000,3410.167912
51.445294,1000,3476.703073
46.817311,1000,3543.292588
39.949492,1000,3611.92104
48.291263,1000,3678.040227
46.283595,1000,3744.285823
46.749939,1000,3811.355391
47.774475,1000,3881.889018
44.021995,1000,3975.518844
47.420086,1000,4046.2127
45.200854,1000,4113.220048
47.776055,1000,4180.282141
42.842976,1000,4248.47274
46.180199,1000,4318.812275
55.080079,1000,4392.951257
51.968037,1000,4465.709401
41.714507,1000,4536.738023
45.368336,1000,4607.07517
46.841205,1000,4704.085997
47.025297,1000,4774.343499
46.107806,1000,4844.395254
54.960941,1000,4915.188734
50.8343,1000,4988.84621
57.825548,1000,5064.895586
51.386678,1000,5138.4015
59.635565,1000,5210.543091
85.898704,1000,5280.462779
99.58684,1000,5352.454121
72.634945,1000,5448.347346
82.0002,1000,5521.694615
130.296678,1000,5596.961837
120.363772,1000,5673.374923
66.7917,1000,5749.060323
61.724016,1000,5823.128934
109.110472,1000,5895.604462
103.706478,1000,5967.335058
64.183678,1000,6042.559272
76.059808,1000,6117.834703
101.244318,1000,6215.129788
121.196196,1000,6286.634425
112.988585,1000,6362.121563
133.608327,1000,6438.314923
106.140966,1000,6512.710817
132.907013,1000,6583.510319
111.819686,1000,6653.423696
146.113767,1000,6723.686978
135.167761,1000,6794.839572
136.918881,1000,6870.900267
97.936028,1000,6966.056597
142.173304,1000,7039.460277
140.931351,1000,7111.98448
135.315572,1000,7183.040904
143.989372,1000,7253.601371
148.990375,1000,7324.70224
153.695314,1000,7400.008827
119.374635,1000,7476.398032
127.045094,1000,7548.299677
154.198444,1000,7622.621626
151.303511,1000,7720.980983
162.446349,1000,7792.559224
165.180089,1000,7864.30665
158.206823,1000,7938.481899
161.873107,1000,8010.716203
157.21225,1000,8082.041302
156.912649,1000,8153.335097
160.684297,1000,8227.394111
126.352941,1000,8298.731584
163.201329,1000,8370.482166
