eval_qs,eval_time_elapsed,eval mean 100 episode reward,total timesteps,eval_eplenmean,eval_abs_qs_difference,eval_qs_difference,eval_ep_rewmean,eval_discount_q,env_time,qs_mean,update_time,ep_rewmean,mean 100 episode reward,n_updates,fps,discount_q,eplenmean,qs_difference,current_lr,time_elapsed,act_time,qs_abs_difference,episodes,train_time,q_grad_norm,qfs_loss
,,,40558,,,,,,64,142.66243,1280,225.30078110000002,225.3,31200,23,1.9629894290748673,107.51,31.000077919552236,0.0003,1751,16,31.59059125592842,1320,363,2737.2153,63.61741
,,,41116,,,,,,65,144.96169,1313,229.06078467999995,229.1,32400,22,2.4149193531166326,108.94,31.468288844587843,0.0003,1800,17,32.48257355240379,1324,376,3321.0796,67.89126
,,,41656,,,,,,66,141.90732,1341,233.10775907,233.1,33400,22,2.5478094237166617,110.44,35.05408364031814,0.0003,1840,17,35.05408364031814,1328,388,3300.6091,75.50104
,,,42261,,,,,,67,136.73872,1374,239.30276158999996,239.3,34600,22,1.2942259554485336,112.95,29.251956364836115,0.0003,1889,18,29.31654249645757,1332,402,2871.104,63.693703
,,,42876,,,,,,68,151.8123,1407,243.77058234999996,243.8,35800,22,1.5617274494173146,114.92,42.94416516560051,0.0003,1938,18,44.05304695940465,1336,416,3440.29,70.36932
,,,43547,,,,,,69,160.53807,1445,248.73749905000005,248.7,37200,21,1.5595295139020342,117.33,46.20214744555223,0.0003,1994,19,46.32780110156748,1340,432,2895.152,64.64733
,,,44242,,,,,,70,143.3652,1485,254.66335744000003,254.7,38600,21,0.6289751519347123,120.23,28.40293295975779,0.0003,2052,19,29.538177844946766,1344,448,2991.7012,61.8676
,,,44920,,,,,,72,153.6776,1524,260.21538368,260.2,40000,21,1.36511312307982,122.88,38.74975069320902,0.0003,2110,20,39.618613393221544,1348,464,2501.876,49.986256
,,,45558,,,,,,73,149.18422,1559,264.7906977,264.8,41200,21,1.391354162372731,125.04,31.4366918854734,0.0003,2159,20,34.12014419421587,1352,478,2931.2822,55.21341
,,,46129,,,,,,74,142.96085,1593,268.30304915,268.3,42400,20,2.1698493590770624,126.65,35.846403287042754,0.0003,2209,21,35.846403287042754,1356,492,2383.4998,45.883877
,,,46697,,,,,,75,143.29013,1622,271.25987229,271.3,43400,20,1.8794479122166319,128.04,40.21660614093527,0.0003,2251,21,41.05185166827132,1360,503,2331.2869,42.964756
,,,47336,,,,,,76,143.38205,1662,273.8402456,273.8,44800,20,1.1558670172772145,129.59,37.472811918878115,0.0003,2310,22,37.87266516835031,1364,520,2006.6211,45.874897
,,,47965,,,,,,77,134.73344,1697,276.60778971,276.6,46000,20,1.1248650646780451,131.31,27.617109545906555,0.0003,2360,23,27.849410442897923,1368,533,2388.3716,46.39629
,,,48596,,,,,,78,137.09334,1732,280.23644419,280.2,47200,20,1.0934904919843722,133.13,30.298333981035952,0.0003,2411,23,30.43175983216905,1372,547,2086.6726,38.733223
,,,49261,,,,,,79,147.56282,1773,284.06867081999997,284.1,48600,19,1.5193762375503426,135.34,33.25311790521023,0.0003,2470,24,33.29632961987649,1376,563,2721.4988,49.506977
141.56044,4,125.5,50001,151.0,47.596146,45.347810157256895,281.97545209090913,138.06501493819854,,,,,,,,,,,,,,,,,,
,,,50077,,,,,,80,146.06273,1821,289.14842477,289.1,50200,19,0.2750832417844909,139.06,40.24826587915679,0.0003,2543,24,40.2860375734082,1380,582,2500.7114,57.292362
,,,50687,,,,,,81,135.3157,1857,292.15380985,292.2,51400,19,1.2236619330334235,140.76,27.997400280257175,0.0003,2595,25,27.997400280257175,1384,596,2300.7168,44.015083
,,,51286,,,,,,82,140.47847,1893,297.97622852999996,298.0,52600,19,1.671823255733319,143.55,26.222279310623357,0.0003,2646,25,26.618318671563216,1388,610,1823.0658,37.191933
,,,51947,,,,,,83,157.8483,1936,301.13063445,301.1,54000,19,1.332312513071113,146.05,55.656724246782254,0.0003,2707,26,55.67659755258794,1392,626,1892.336,39.8885
,,,52505,,,,,,84,133.30844,1972,304.00918962,304.0,55200,19,2.416015221675398,147.62,25.698058186902262,0.0003,2759,26,25.70864968653624,1396,640,2164.8167,43.7503
,,,52954,,,,,,85,129.95685,1997,303.94060379,303.9,56000,18,5.920747205592485,147.92,21.351650033921825,0.0003,2794,27,21.482387941887467,1400,649,1906.645,36.593758
,,,53476,,,,,,86,132.60619,2028,304.85922311999997,304.9,57000,18,2.9076244779339944,148.38,24.46709119456775,0.0003,2837,27,24.46709119456775,1404,660,1791.9889,35.902935
,,,54025,,,,,,87,134.14273,2065,305.13258217,305.1,58200,18,2.3443853824463456,148.42,29.507587524441373,0.0003,2890,28,29.507587524441373,1408,674,1633.5447,42.482246
,,,54622,,,,,,88,130.86057,2103,306.40066135999996,306.4,59400,18,2.098909791609334,148.82,5.985090649883172,0.0003,2943,28,12.003486864861378,1412,688,1932.3378,38.317738
,,,55170,,,,,,89,130.02599,2134,314.3397360999999,314.3,60400,18,2.9253894481710145,152.15,10.523845059536027,0.0003,2987,29,11.642681471739104,1416,699,2072.3716,46.852463
,,,55692,,,,,,89,128.97827,2166,313.99505952,314.0,61400,18,2.617319269147583,151.34,24.74198942452776,0.0003,3032,29,24.74198942452776,1420,711,1529.705,33.227943
,,,56213,,,,,,90,135.32922,2203,313.76884687,313.8,62600,18,2.0342137882206908,150.97,34.80269356552337,0.0003,3085,30,34.81646370523005,1424,725,1892.5328,35.82591
,,,56723,,,,,,91,131.93651,2235,313.66576048,313.7,63600,18,3.8485315166868017,150.67,15.926807902504368,0.0003,3130,30,16.083837500920634,1428,736,1928.7323,43.864033
,,,57312,,,,,,92,133.92975,2273,314.09413851999994,314.1,64800,18,2.2162492238625124,150.51,1.8839699335251463,0.0003,3183,30,7.460315377869702,1432,750,2014.0487,44.02983
,,,57841,,,,,,93,131.25874,2305,313.49780849,313.5,65800,17,3.069340505694744,149.65,7.802941962145178,0.0003,3229,31,10.23672827130172,1436,762,1948.6244,45.042183
,,,58443,,,,,,94,140.81606,2344,313.80048063,313.8,67000,17,1.9069922717823204,148.96,2.3276979927824786,0.0003,3283,31,6.2408902413201774,1440,775,1689.2098,39.67602
,,,59093,,,,,,95,139.64401,2383,315.80708820999996,315.8,68200,17,1.458331865869289,148.51,-15.26614835594448,0.0003,3338,32,18.151146115768476,1444,789,1536.3152,35.681072
,,,59692,,,,,,96,157.30766,2422,316.30426491,316.3,69400,17,1.815897665719626,147.72,40.00616012182846,0.0003,3392,32,41.840273311112554,1448,803,1771.501,43.847973
167.47955,5,184.7,60001,223.0909090909091,33.019966,10.16153892837224,545.777437,188.4236911662122,,,,,,,,,,,,,,,,,,
,,,60335,,,,,,97,160.19412,2468,319.29112182,319.3,70800,17,1.7183679054189303,147.77,4.74215012753658,0.0003,3462,33,11.369088871056903,1452,819,1907.5598,45.55408
,,,61022,,,,,,98,172.75296,2515,324.60092875000004,324.6,72200,17,1.6161239060244161,148.93,-4.963699299992937,0.0003,3526,34,10.875698718165626,1456,835,2266.032,59.684624
,,,61817,,,,,,99,179.90399,2568,333.10778135,333.1,73800,17,0.5988026827152252,151.2,-2.5691523057960484,0.0003,3600,34,13.634411570566373,1460,854,2072.2449,53.674854
,,,62395,,,,,,100,181.14857,2601,334.34675663,334.3,74800,17,2.3632242626332607,150.59,44.04785796143115,0.0003,3647,35,44.50450511384797,1464,865,2323.167,62.041958
,,,63099,,,,,,101,185.2594,2648,340.46954084000004,340.5,76200,16,1.343830599260146,151.34,4.898067838986819,0.0003,3712,35,7.708615903950574,1468,882,2508.5388,64.25664
,,,63551,,,,,,102,224.90405,2682,339.23197025,339.2,77200,16,0.4570620336333812,149.55,203.80459237989746,0.0003,3759,36,203.80459237989746,1472,893,2803.8367,68.03391
,,,63643,,,,,,102,225.7824,2689,327.43172116,327.4,77400,16,17.895717883466244,143.82,203.9099602162031,0.0003,3768,36,203.9099602162031,1476,895,2801.9602,61.767582
,,,63740,,,,,,102,226.6576,2696,314.47130118999996,314.5,77600,16,18.860867382170916,136.63,203.2371907414213,0.0003,3777,36,203.2371907414213,1480,898,2737.4602,89.51367
,,,63834,,,,,,102,224.69936,2702,303.67729678,303.7,77800,16,16.800343327502624,131.47,203.47907032156306,0.0003,3787,36,203.47907032156306,1484,900,2991.511,72.76354
,,,64094,,,,,,103,227.37053,2716,297.02117103,297.0,78200,16,10.2265509079553,128.08,181.68485482379444,0.0003,3806,36,181.68485482379444,1488,905,2415.915,67.68327
,,,64682,,,,,,104,177.84154,2757,299.25648409,299.3,79400,16,2.048707544433808,127.35,35.254044326043925,0.0003,3862,37,37.75965134571888,1492,919,3059.2893,97.88687
,,,65363,,,,,,105,214.70247,2805,304.88637867,304.9,80800,16,1.1726279650654656,128.58,72.14905627014527,0.0003,3929,37,72.32404769495739,1496,935,2972.3215,77.440994
,,,66081,,,,,,106,191.82043,2854,315.07409365,315.1,82200,16,0.7692222981960543,131.27,24.508204802386796,0.0003,3995,38,26.71547643370426,1500,951,3070.6292,79.72471
,,,66683,,,,,,107,217.38492,2895,318.70448194000005,318.7,83400,16,2.4674792377915185,132.07,74.4673143248561,0.0003,4052,38,74.48636329739868,1504,965,2782.941,72.0939
,,,67347,,,,,,108,201.19579,2944,324.53126508,324.5,84800,16,1.177323514513546,133.22,45.611028230560414,0.0003,4119,39,46.7396682825764,1508,981,3450.4,85.6922
,,,67917,,,,,,109,255.60167,2987,325.43477587999996,325.4,86000,16,0.9932946711177987,132.95,175.6495146308939,0.0003,4177,39,175.6495146308939,1512,995,3396.6985,80.05635
,,,68395,,,,,,110,255.03078,3015,325.71099293,325.7,86800,16,0.8430430998808878,132.25,218.0520645618316,0.0003,4216,40,218.0520645618316,1516,1004,2986.9077,80.85113
,,,68695,,,,,,110,258.5073,3036,320.54412636000006,320.5,87400,16,5.206366353242671,130.03,220.16136309499564,0.0003,4245,40,220.16136309499564,1520,1011,3045.897,75.24016
,,,69468,,,,,,111,218.66202,3094,327.57029267,327.6,89000,16,0.6454707844652398,132.55,64.86884183607762,0.0003,4323,41,65.47430317967138,1524,1029,3326.3171,103.049934
202.58714,3,203.6,70001,149.9090909090909,94.48604,89.28909156211404,326.0157720000001,157.75885981669228,,,,,,,,,,,,,,,,,,
,,,70203,,,,,,113,224.22253,3151,331.29956397,331.3,90600,15,0.5671148058438832,134.8,100.58466628976636,0.0003,4405,41,100.80701573727525,1528,1048,2922.8806,82.1066
,,,70780,,,,,,114,221.9194,3187,330.53714037000003,330.5,91600,15,3.424388654100555,134.68,94.31778138028876,0.0003,4454,42,94.36778979637188,1532,1060,3486.696,85.358246
,,,71493,,,,,,115,214.13124,3238,335.10760707000003,335.1,93000,15,0.8548420530695475,136.52,68.36542269925661,0.0003,4523,42,68.36542269925661,1536,1076,3813.213,90.90799
,,,72344,,,,,,116,219.84425,3303,342.17569054,342.2,94800,15,0.2675311783423142,139.01,62.84238482120369,0.0003,4612,43,62.847376726489045,1540,1096,4009.271,83.71169
,,,73336,,,,,,118,232.08961,3377,349.6449639300001,349.6,96800,15,0.11936416356939601,142.43,57.1937152481368,0.0003,4711,44,57.1937152481368,1544,1119,2904.9194,75.14368
,,,74152,,,,,,119,219.00883,3436,357.37754126999994,357.4,98400,15,0.4600772733773445,144.6,50.1355658739242,0.0003,4791,45,51.169626320202184,1548,1138,3539.0972,100.01765
,,,74964,,,,,,121,225.89973,3496,364.13915223,364.1,100000,15,0.5174803130060683,146.29,43.46526313515181,0.0003,4871,45,43.56900486101407,1552,1156,2719.8987,73.912346
,,,75888,,,,,,122,228.34827,3563,375.25393294,375.3,101800,15,0.3218344174203766,148.66,-2.8304925543152035,0.0003,4961,46,19.588181200224493,1556,1177,3375.7075,97.97936
,,,76939,,,,,,124,236.24193,3645,385.21394359,385.2,104000,15,0.06492022399055802,151.22,41.1376536389093,0.0003,5072,47,41.360922297677135,1560,1202,3296.2295,86.60663
,,,77521,,,,,,125,221.6283,3691,386.02743713,386.0,105200,15,3.8696189663255547,151.26,49.36232479107658,0.0003,5133,48,49.36232479107658,1564,1216,3406.2085,82.84932
,,,78360,,,,,,126,238.51448,3751,390.36977788999997,390.4,106800,15,0.5155067134062329,152.61,28.355233288564634,0.0003,5215,48,29.14443603384314,1568,1234,3228.7288,99.264206
,,,79578,,,,,,128,250.11612,3843,415.66513381000004,415.7,109200,14,0.0238797981508965,160.27,11.492714087910558,0.0003,5338,49,15.631783797809687,1572,1262,2963.7366,81.64236
233.7123,6,265.2,80001,251.27272727272728,28.419323,16.94573667938818,794.1503313636364,235.31702360814114,,,,,,,,,,,,,,,,,,
,,,80453,,,,,,130,214.544,3912,440.41459769999994,440.4,111000,14,0.2207113710605982,168.1,16.09591034202672,0.0003,5436,50,21.345925705789732,1576,1283,3131.2153,86.37247
,,,82038,,,,,,132,297.98685,4036,485.22300655,485.2,114200,14,0.0007636579827533802,182.98,108.00021243956405,0.0003,5602,51,108.00021243956405,1580,1320,4179.2227,114.150986
,,,83791,,,,,,135,251.23187,4169,533.8781105700001,533.9,117600,14,4.097596707132328e-05,199.57,67.91600975344792,0.0003,5779,53,69.07464971206002,1584,1359,3801.4316,111.43741
,,,85657,,,,,,138,294.98993,4318,580.19532657,580.2,121400,14,6.534945049810953e-05,215.63,75.1491192342069,0.0003,5977,55,75.94431233703783,1588,1403,3459.868,101.11639
,,,87331,,,,,,141,297.84842,4454,614.1601356000001,614.2,124800,14,0.001939446493248943,226.49,45.855488309226516,0.0003,6156,56,47.040713759961406,1592,1442,3515.1213,89.023865
297.83035,16,434.0,90001,603.0,46.397617,45.744498966278506,1776.310077818182,230.74602522595885,,,,,,,,,,,,,,,,,,
,,,90002,,,,,,146,282.12985,4671,674.5264835999999,674.5,130200,13,1.6903830197143083e-08,246.39,49.797959478230084,0.0003,6459,58,49.89618060157364,1596,1504,3855.0793,103.12577
,,,91582,,,,,,148,280.1565,4793,702.58682859,702.6,133200,13,0.0012606289755064848,255.01,51.86289244766012,0.0003,6621,60,52.97159624328792,1600,1539,3072.747,82.38876
,,,93107,,,,,,151,321.62054,4923,732.02532898,732.0,136400,13,0.0006542316475477648,264.24,122.94116482853491,0.0003,6792,61,122.94116482853491,1604,1576,2951.6987,79.24764
,,,94654,,,,,,153,268.45398,5048,761.1550457999999,761.2,139400,13,0.000672512544654821,273.07,46.67570652803298,0.0003,6956,62,49.51231908476351,1608,1610,3242.88,87.828064
,,,96060,,,,,,155,266.75424,5165,788.14811308,788.1,142200,13,0.002276197298258885,281.43,66.7637328959362,0.0003,7109,63,67.68797277524364,1612,1643,3024.5146,67.43281
,,,97690,,,,,,158,291.1661,5299,826.5897524699998,826.6,145400,13,0.0011212204397993194,292.95,35.8965743242351,0.0003,7285,65,36.19195428145241,1616,1680,2784.5461,78.847664
,,,99010,,,,,,160,282.18594,5417,858.76373821,858.8,148200,13,0.012736416538950102,303.15,49.07910211483228,0.0003,7439,66,50.709406771995205,1620,1712,2827.6528,69.364006
276.6086,8,568.0,100001,332.8181818181818,39.9848,37.436264342675244,1040.5869120909092,241.76323418050063,,,,,,,,,,,,,,,,,,
,,,100217,,,,,,162,268.80896,5518,875.9726618999999,876.0,150600,13,0.03910148691311908,307.49,42.055373858693684,0.0003,7580,67,44.705544430778744,1624,1740,3207.6543,69.05945
,,,101914,,,,,,165,279.44745,5657,912.5645941800001,912.6,154000,13,0.0003499475138288029,317.11,34.477864613580095,0.0003,7763,68,36.10225026273257,1628,1779,3174.3862,90.50296
,,,103403,,,,,,167,269.69482,5777,944.8173959599999,944.8,157000,13,0.0007686855720267803,326.23,75.73751009931404,0.0003,7921,70,75.87959498968391,1632,1813,2671.5674,65.72528
,,,105233,,,,,,170,299.25586,5917,983.45740497,983.5,160600,12,0.0018350762998260773,337.4,25.565933496637836,0.0003,8108,71,26.292197269841967,1636,1855,2807.8105,77.57737
,,,106212,,,,,,172,289.78818,5993,989.93647983,989.9,162600,12,0.0041229758981358835,338.68,258.1873349340213,0.0003,8210,72,258.1873349340213,1640,1878,2442.745,63.052055
,,,107436,,,,,,174,293.77167,6083,1002.92750732,1002.9,165000,12,0.19585030090154032,341.0,26.26720516351193,0.0003,8331,73,29.248411533667625,1644,1906,2801.0515,70.84534
,,,109196,,,,,,177,274.43152,6208,1034.84578566,1034.8,168400,12,0.00010217394332966776,350.44,44.07889719568097,0.0003,8500,75,44.10299462529337,1648,1945,2808.8516,78.80757
291.313,13,724.0,110001,495.0,49.136063,47.9636098254711,1454.9463024545455,228.75287507706705,,,,,,,,,,,,,,,,,,
,,,110890,,,,,,179,277.62704,6329,1062.44250343,1062.4,171800,12,0.00031913117694291714,359.26,45.65566161406586,0.0003,8679,76,45.94269285002481,1652,1985,2858.5583,97.594284
,,,112174,,,,,,182,277.63992,6419,1071.7432156,1071.7,174400,12,0.022707753680514475,362.86,35.93237303580359,0.0003,8802,77,36.04134627451011,1656,2015,3426.7668,94.37391
,,,114053,,,,,,185,284.6003,6547,1099.69984865,1099.7,178200,12,9.941681643218763e-05,371.14,34.677188684221896,0.0003,8979,79,35.388739301695956,1660,2058,2516.6445,82.55713
,,,115405,,,,,,187,267.60263,6638,1128.42029594,1128.4,181000,12,0.008845985912839456,378.84,15.593179801338238,0.0003,9106,80,16.300485415730307,1664,2091,1974.0273,43.609787
,,,117152,,,,,,190,301.7485,6746,1160.79826155,1160.8,184400,12,0.010601355028837198,387.92,17.82086722334593,0.0003,9258,81,17.90034365913198,1668,2130,2798.7869,88.45861
,,,118917,,,,,,193,312.135,6857,1180.1387702099998,1180.1,188000,12,0.10579925991806079,393.39,13.036476789133372,0.0003,9416,83,13.889932389490731,1672,2172,2164.9958,71.780914
,,,119767,,,,,,194,256.9519,6904,1180.28882702,1180.3,189600,12,0.6143009167020397,393.14,19.50163850230741,0.0003,9484,83,23.016041436173552,1676,2190,2889.5505,93.19591
280.67233,1,729.0,120001,54.72727272727273,236.9401,236.94009041625483,98.69919554545454,75.3350064760661,,,,,,,,,,,,,,,,,,
,,,120186,,,,,,195,290.9063,6928,1145.17233741,1145.2,190400,12,1.251559341834382,381.48,257.3293969678533,0.0003,9520,84,257.3293969678533,1680,2200,2288.9082,74.51515
,,,121255,,,,,,196,269.41513,6992,1128.8129523899997,1128.8,192600,12,0.10053501654348951,374.64,33.013405917603876,0.0003,9612,85,33.08096908167006,1684,2225,2421.6035,74.86395
,,,123248,,,,,,200,318.82477,7105,1137.82991786,1137.8,196600,12,2.824464397664808e-06,375.91,159.49115796892815,0.0003,9777,86,159.49115796892815,1688,2271,2610.33,92.46122
,,,124316,,,,,,201,256.52298,7165,1123.1587561299998,1123.2,198800,12,0.08237034652221892,369.85,12.344197426772554,0.0003,9866,87,16.164278822342283,1692,2297,2137.0571,58.598732
,,,125205,,,,,,203,263.3204,7213,1072.8889008899998,1072.9,200600,12,0.8240390246254433,352.03,24.298117196958884,0.0003,9937,88,27.357853625243777,1696,2318,1989.8811,63.248363
,,,126393,,,,,,205,267.39563,7271,1061.44996686,1061.4,202800,12,0.029126575735681542,348.11,46.91553047812875,0.0003,10023,89,46.93378358055489,1700,2343,1354.7456,45.688618
,,,127599,,,,,,206,246.64932,7334,1053.64224801,1053.6,205200,12,0.014259998338162628,344.92,30.097564517408685,0.0003,10117,90,30.242797116281015,1704,2370,1449.636,53.296585
,,,128304,,,,,,208,306.6851,7375,1027.2799314800002,1027.3,206800,12,0.2181420640669188,336.5,231.31167877267302,0.0003,10179,91,231.31167877267302,1708,2389,1864.5934,52.139515
,,,129098,,,,,,209,296.32605,7411,1009.3919736200002,1009.4,208200,12,0.029595292286335863,330.38,263.41887639096547,0.0003,10233,91,263.41887639096547,1712,2405,1982.9875,46.300816
252.344,6,783.9,130001,250.36363636363637,23.210554,14.709475638170112,833.5635089090908,241.00404500298373,,,,,,,,,,,,,,,,,,
,,,130201,,,,,,211,256.98386,7473,993.93874933,993.9,210600,12,0.037284839452191465,325.11,30.46544482149973,0.0003,10332,92,31.9957863960448,1716,2433,2216.7402,67.94321
,,,131136,,,,,,212,256.1345,7519,982.4992987899999,982.5,212400,12,0.25932996832795707,321.26,20.067984607920586,0.0003,10401,93,23.09579021857766,1720,2454,1975.1669,76.009026
,,,131994,,,,,,213,255.6166,7560,973.5211624899999,973.5,214000,12,0.3826259939214112,317.77,42.011380854162134,0.0003,10463,94,42.308639055617235,1724,2472,2140.7231,76.2848
,,,132994,,,,,,215,255.12701,7611,952.3566899100001,952.4,216000,12,0.14771687992997792,310.8,11.402187487712382,0.0003,10540,94,18.283508279736775,1728,2495,1917.0085,61.428608
,,,133897,,,,,,216,271.08206,7656,936.1712487499999,936.2,217800,12,0.4032896544087551,304.94,36.47282489608101,0.0003,10608,95,36.47282489608101,1732,2516,1287.8523,43.174183
,,,134833,,,,,,218,259.15582,7706,908.9812412299999,909.0,219800,12,0.1777753416642451,296.0,43.51514485989888,0.0003,10684,96,44.06902515317805,1736,2539,2328.5227,74.417854
,,,135893,,,,,,220,256.8687,7756,916.3874309299999,916.4,221800,12,0.08828201966671385,296.81,10.112159668192676,0.0003,10760,97,12.295851321128564,1740,2562,2322.6091,66.57683
,,,136830,,,,,,221,279.21182,7807,909.6005053599998,909.6,223800,12,0.46691104711240844,293.94,40.721030635688926,0.0003,10836,97,40.79148654240814,1744,2585,2425.7852,73.8271
,,,137923,,,,,,223,259.74405,7861,891.5581220299998,891.6,226000,12,0.06271757728990686,287.27,17.328391484527845,0.0003,10918,98,20.956872176587915,1748,2610,1675.3661,46.1543
,,,139160,,,,,,225,260.1139,7920,881.26589754,881.3,228400,12,0.016825058332958425,282.7,9.375107835975568,0.0003,11009,99,16.010524687862528,1752,2638,1371.5557,45.030235
253.50835,7,854.1,140001,278.6363636363636,18.966574,8.379230838870711,925.7455270000002,245.16979813475155,,,,,,,,,,,,,,,,,,
,,,140239,,,,,,227,259.5825,7974,879.3793112300002,879.4,230600,12,0.05471697627691814,280.65,23.94819369524593,0.0003,11099,100,25.22553216645088,1756,2664,1535.0392,40.59061
,,,141269,,,,,,228,259.3732,8023,853.3913132800001,853.4,232600,12,0.13323488285690482,272.16,9.387743721099637,0.0003,11174,101,14.8969979304052,1760,2687,2482.4695,65.82775
,,,142362,,,,,,230,256.81036,8077,846.6686342900002,846.7,234800,12,0.06433039552020578,269.57,5.041478885687962,0.0003,11256,102,13.80721123247343,1764,2712,1968.3978,50.001064
,,,142980,,,,,,231,284.3061,8106,810.55270987,810.6,236000,12,0.17068534531135965,258.28,251.57186890765644,0.0003,11301,103,251.57186890765644,1768,2726,2281.2207,51.01562
,,,143720,,,,,,232,288.49002,8145,776.42957976,776.4,237600,12,0.04756115828728348,248.03,256.6039332866109,0.0003,11361,103,256.6039332866109,1772,2745,1681.4543,49.145805
,,,144575,,,,,,234,284.2945,8184,777.87843072,777.9,239200,12,0.01345848174388298,248.08,254.5765150161215,0.0003,11420,104,254.5765150161215,1776,2763,1663.8867,43.06677
,,,145611,,,,,,235,254.9509,8237,800.89658991,800.9,241400,12,0.1014509336584014,254.25,14.877328835230072,0.0003,11502,105,15.530252215578166,1780,2789,2623.7556,75.839485
,,,146725,,,,,,237,260.5153,8290,802.96639916,803.0,243600,12,0.055771166426772434,254.7,12.109337044186914,0.0003,11584,106,14.610520463777938,1784,2814,1692.6534,53.41765
,,,147891,,,,,,239,296.01056,8344,778.2430070099998,778.2,245800,12,0.39518819456545806,246.43,20.21426375321071,0.0003,11665,107,24.069606136119837,1788,2839,2483.2095,66.04827
,,,149060,,,,,,241,291.37457,8401,783.3517310899998,783.4,248200,12,0.22559320567226354,247.44,7.339213887493632,0.0003,11754,108,18.11564072386565,1792,2867,1762.7616,47.96003
,,,149845,,,,,,242,240.30217,8440,779.6876959,779.7,249800,12,0.34317628520873805,246.4,93.10136484025246,0.0003,11813,108,93.10136484025246,1796,2886,2408.8818,66.72722
242.10883,5,870.6,150001,206.0909090909091,39.479904,38.18264824277108,639.770296909091,221.56448210165962,,,,,,,,,,,,,,,,,,
,,,150703,,,,,,244,267.11716,8483,771.1652727899999,771.2,251600,12,0.8192408681774641,243.1,18.70603973534427,0.0003,11885,109,18.803891390049728,1800,2906,2266.4478,58.26716
,,,151281,,,,,,245,243.84915,8507,750.10253466,750.1,252600,12,4.873312425714684,236.82,45.354051777891264,0.0003,11922,110,45.41216024115351,1804,2918,1584.7113,39.856476
,,,151955,,,,,,246,216.97989,8540,748.4744144900001,748.5,254000,12,0.8236612705772323,236.51,73.91286568034734,0.0003,11974,110,75.01318693148052,1808,2934,1956.3024,63.063984
,,,152587,,,,,,247,221.32603,8569,743.55819657,743.6,255200,12,1.9192168387447708,234.89,36.641864820911856,0.0003,12018,111,37.40413980125585,1812,2948,2499.2825,65.398125
,,,153491,,,,,,248,263.26376,8612,737.7858131800001,737.8,257000,12,0.2491461766670616,232.9,47.87173274788944,0.0003,12084,112,47.97628260506801,1816,2969,2694.0981,61.307426
,,,154516,,,,,,250,266.3522,8664,743.9295614499999,743.9,259200,12,0.07523446090949637,233.8,49.915653000836905,0.0003,12165,112,49.915653000836905,1820,2994,3634.4773,81.278595
,,,155165,,,,,,251,308.0048,8693,735.52186916,735.5,260400,12,0.5364842198657885,231.71,211.33361622604545,0.0003,12209,113,211.33361622604545,1824,3008,2132.307,46.975376
,,,156080,,,,,,252,238.13559,8736,734.4068724799998,734.4,262200,12,0.16160946571479284,230.86,37.31873216433841,0.0003,12275,114,37.39189117024297,1828,3029,2589.1238,57.12332
,,,156780,,,,,,254,223.66443,8769,727.4560162299998,727.5,263600,12,1.033868423933789,228.83,33.0032342754548,0.0003,12326,114,33.164366985378464,1832,3045,2380.5403,48.804424
,,,157501,,,,,,255,229.48238,8806,722.0022955100001,722.0,265200,12,1.0473212944669061,226.68,28.159005561240242,0.0003,12385,115,28.88758683339821,1836,3064,2506.929,67.98103
,,,158743,,,,,,257,298.5522,8863,728.03613401,728.0,267600,12,0.3542727061598423,228.5,5.187650930173931,0.0003,12472,116,8.826648145283585,1840,3091,2368.1592,62.931328
,,,159265,,,,,,258,291.58154,8886,712.6835156899999,712.7,268600,12,0.6834974824774488,224.35,246.54614933049126,0.0003,12508,116,246.54614933049126,1844,3103,2421.7502,63.315746
269.11154,6,919.5,160001,245.54545454545453,37.564686,37.464897118146865,808.9389821818182,242.4480542808284,,,,,,,,,,,,,,,,,,
,,,160097,,,,,,259,260.85913,8924,703.1809364599999,703.2,270200,12,0.8178877634294662,221.74,20.444176609310585,0.0003,12574,117,22.533251317631958,1848,3122,2627.9092,55.564644
,,,161152,,,,,,261,288.85132,8975,697.48040056,697.5,272400,12,0.12090986020821748,219.92,49.17068436598323,0.0003,12654,118,49.219934951044955,1852,3147,2183.2664,48.71697
,,,162382,,,,,,263,266.24854,9032,702.71796398,702.7,274800,12,0.017792377955315353,221.43,20.260193510001624,0.0003,12741,119,20.38555328795051,1856,3175,1903.4692,35.057186
,,,163607,,,,,,265,263.10876,9092,711.23910118,711.2,277400,12,0.01653671627156441,223.38,15.433571878352353,0.0003,12835,120,18.04099146362504,1860,3205,2638.5613,55.506695
,,,164757,,,,,,267,269.8398,9143,712.92053245,712.9,279600,12,0.04409173772311412,223.95,17.37675468607211,0.0003,12915,121,17.80591570301537,1864,3230,2051.753,43.556656
,,,165739,,,,,,268,226.84541,9189,725.9775578599999,726.0,281600,12,0.07256919818549325,227.59,25.09783371755606,0.0003,12986,122,25.221820017866325,1868,3253,2210.834,50.942608
,,,166643,,,,,,270,325.51978,9230,730.4070494000001,730.4,283400,12,0.1385971576066886,229.23,164.9903286117781,0.0003,13051,123,164.9903286117781,1872,3274,3286.1882,71.40471
,,,167943,,,,,,272,274.37625,9290,745.4705859100001,745.5,286000,12,0.009124401989159571,233.68,36.17687265072545,0.0003,13144,124,36.30935586724212,1876,3304,1685.6099,51.217552
